year,agegrp,sex,dimd,population_size,clbr,population_size_calibrated
2037,65-69,women,7,195367,1857395,193995.619681866
2037,65-69,women,8,196287,1857395,194909.161734042
2037,65-69,women,9,197998,1857395,196608.151354989
2037,65-69,women,10 least deprived,195864,1857395,194489.130986139
2037,70-74,women,1 most deprived,146361,1800159,143784.054355199
2037,70-74,women,2,155739,1800159,152996.937990478
2037,70-74,women,3,161811,1800159,158962.029634049
2037,70-74,women,4,173900,1800159,170838.181293986
2037,70-74,women,5,184311,1800159,181065.87712752
2037,70-74,women,6,193529,1800159,190121.57784729
2037,70-74,women,7,195169,1800159,191732.702731259
2037,70-74,women,8,194984,1800159,191550.959985201
2037,70-74,women,9,196506,1800159,193046.162468982
2037,70-74,women,10 least deprived,197849,1800159,194365.516566037
2037,75-79,women,1 most deprived,116838,1483074,114091.7743619
2037,75-79,women,2,123404,1483074,120503.443428986
2037,75-79,women,3,130219,1483074,127158.259860938
2037,75-79,women,4,142659,1483074,139305.863149782
2037,75-79,women,5,152884,1483074,149290.529036312
2037,75-79,women,6,160613,1483074,156837.862301544
2037,75-79,women,7,163616,1483074,159770.278111544
2037,75-79,women,8,162681,1483074,158857.254873998
2037,75-79,women,9,164338,1483074,160475.307820109
2037,75-79,women,10 least deprived,165822,1483074,161924.427054887
2037,80-84,women,1 most deprived,82197,1107076,79557.966936326
2037,80-84,women,2,86683,1107076,83899.9385371917
2037,80-84,women,3,93768,1107076,90757.4661324065
2037,80-84,women,4,105029,1107076,101656.918249515
2037,80-84,women,5,115349,1107076,111645.582297873
2037,80-84,women,6,122391,1107076,118461.490459553
2037,80-84,women,7,124928,1107076,120917.037038108
2037,80-84,women,8,123899,1107076,119921.074314681
2037,80-84,women,9,125562,1107076,121530.681709295
2037,80-84,women,10 least deprived,127270,1107076,123183.844325051
2037,85-89,women,1 most deprived,53228,807875,51331.6567587808
2037,85-89,women,2,57308,807875,55266.2994200836
2037,85-89,women,3,64429,807875,62133.6009865388
2037,85-89,women,4,74351,807875,71702.1118898345
2037,85-89,women,5,83551,807875,80574.3453417917
2037,85-89,women,6,90676,807875,87445.5044010522
2037,85-89,women,7,93902,807875,90556.572348445
2037,85-89,women,8,94465,807875,91099.5144607767
2037,85-89,women,9,96521,807875,93082.2657626489
2037,85-89,women,10 least deprived,99444,807875,95901.128630048
2037,90-94,women,1 most deprived,25837,440020,24266.9451320395
2037,90-94,women,2,29153,440020,27381.4394641153
2037,90-94,women,3,33333,440020,31307.4305099768
2037,90-94,women,4,39171,440020,36790.6687218763
2037,90-94,women,5,45340,440020,42584.7928275987
2037,90-94,women,6,50040,440020,46999.1846734239
2037,90-94,women,7,51906,440020,48751.7921594473
2037,90-94,women,8,52904,440020,49689.1460024544
2037,90-94,women,9,54877,440020,51542.2513453934
2037,90-94,women,10 least deprived,57459,440020,53967.3491636744
2037,95-99,women,1 most deprived,5037,81831,7420.11265901676
2037,95-99,women,2,5655,81831,8330.50170473293
2037,95-99,women,3,6416,81831,9451.54711539637
2037,95-99,women,4,7452,81831,10977.7009201892
2037,95-99,women,5,8430,81831,12418.4136818565
2037,95-99,women,6,9230,81831,13596.9108284147
2037,95-99,women,7,9558,81831,14080.0946585035
2037,95-99,women,8,9632,81831,14189.1056445601
2037,95-99,women,9,9915,81831,14605.9990101551
2037,95-99,women,10 least deprived,10506,81831,15476.6137771749
2038,<1,men,1 most deprived,39112,333465,38672.9847630186
2038,<1,men,2,39599,333465,39154.5183992323
2038,<1,men,3,40815,333465,40356.869326616
2038,<1,men,4,38722,333465,38287.3623438742
2038,<1,men,5,35000,333465,34607.1401796291
2038,<1,men,6,32799,333465,32430.8454500472
2038,<1,men,7,29994,333465,29657.3303585084
2038,<1,men,8,28801,333465,28477.7212660999
2038,<1,men,9,26412,333465,26115.5367549818
2038,<1,men,10 least deprived,22211,333465,21961.6911579926
2038,01-04,men,1 most deprived,152990,1322848,152931.248790488
2038,01-04,men,2,154315,1322848,154255.739964078
2038,01-04,men,3,159314,1322848,159252.820248434
2038,01-04,men,4,152299,1322848,152240.514148262
2038,01-04,men,5,138625,1322848,138571.765236822
2038,01-04,men,6,130968,1322848,130917.705677447
2038,01-04,men,7,120287,1322848,120240.807394349
2038,01-04,men,8,116036,1322848,115991.439863083
2038,01-04,men,9,107036,1322848,106994.896042478
2038,01-04,men,10 least deprived,90978,1322848,90943.0626345582
2038,05-09,men,1 most deprived,186156,1646102,188718.370161752
2038,05-09,men,2,187497,1646102,190077.828542824
2038,05-09,men,3,194111,1646102,196782.867866025
2038,05-09,men,4,187509,1646102,190089.993718494
2038,05-09,men,5,172196,1646102,174566.215799507
2038,05-09,men,6,164403,1646102,166665.947966772
2038,05-09,men,7,151950,1646102,154041.536915695
2038,05-09,men,8,147474,1646102,149503.926390953
2038,05-09,men,9,136896,1646102,138780.324038243
2038,05-09,men,10 least deprived,117910,1646102,119532.988599734
2038,10-14,men,1 most deprived,184830,1668384,186527.873259394
2038,10-14,men,2,186026,1668384,187734.859876383
2038,10-14,men,3,193366,1668384,195142.286104398
2038,10-14,men,4,188544,1668384,190275.990563324
2038,10-14,men,5,174657,1668384,176261.422712038
2038,10-14,men,6,167946,1668384,169488.774562691
2038,10-14,men,7,155857,1668384,157288.723381428
2038,10-14,men,8,151999,1668384,153395.283274114
2038,10-14,men,9,141857,1668384,143160.117496931
2038,10-14,men,10 least deprived,123302,1668384,124434.6687693
2038,15-19,men,1 most deprived,198212,1732274,191111.937993643
2038,15-19,men,2,196426,1732274,189389.913488282
2038,15-19,men,3,203630,1732274,196335.862276984
2038,15-19,men,4,196414,1732274,189378.34333483
2038,15-19,men,5,181850,1732274,175336.033762557
2038,15-19,men,6,173653,1732274,167432.654775746
2038,15-19,men,7,159589,1732274,153872.434930617
2038,15-19,men,8,155346,1732274,149781.421506067
2038,15-19,men,9,143658,1732274,138512.09204433
2038,15-19,men,10 least deprived,123496,1732274,119072.305886944
2038,20-24,men,1 most deprived,251255,1952523,249903.064565693
2038,20-24,men,2,241283,1952523,239984.721209942
2038,20-24,men,3,245065,1952523,243746.371287304
2038,20-24,men,4,227246,1952523,226023.250523553
2038,20-24,men,5,206322,1952523,205211.836927913
2038,20-24,men,6,189768,1952523,188746.909540118
2038,20-24,men,7,169267,1952523,168356.219895489
2038,20-24,men,8,161683,1952523,160813.027355376
2038,20-24,men,9,143184,1952523,142413.565488345
2038,20-24,men,10 least deprived,117450,1952523,116818.033206267
2038,25-29,men,1 most deprived,295035,2053742,304273.887318855
2038,25-29,men,2,272297,2053742,280823.85715343
2038,25-29,men,3,243124,2053742,250737.317879266
2038,25-29,men,4,215326,2053742,222068.83610697
2038,25-29,men,5,194744,2053742,200842.320104473
2038,25-29,men,6,185957,2053742,191780.15918163
2038,25-29,men,7,170162,2053742,175490.545914725
2038,25-29,men,8,168454,2053742,173729.06066877
2038,25-29,men,9,158968,2053742,163946.010877705
2038,25-29,men,10 least deprived,149675,2053742,154362.004794176
2038,30-34,men,1 most deprived,258183,1910246,292373.785738067
2038,30-34,men,2,248880,1910246,281838.80346301
2038,30-34,men,3,217331,1910246,246111.816921486
2038,30-34,men,4,190465,1910246,215687.993015036
2038,30-34,men,5,175489,1910246,198728.743896336
2038,30-34,men,6,168616,1910246,190945.56286049
2038,30-34,men,7,163276,1910246,184898.394705185
2038,30-34,men,8,163032,1910246,184622.08215277
2038,30-34,men,9,161918,1910246,183360.556811008
2038,30-34,men,10 least deprived,163056,1910246,184649.260436614
2038,35-39,men,1 most deprived,218311,1779320,262380.542422948
2038,35-39,men,2,216469,1779320,260166.705469505
2038,35-39,men,3,191053,1779320,229620.082229166
2038,35-39,men,4,172444,1779320,207254.560043163
2038,35-39,men,5,163464,1779320,196461.804428658
2038,35-39,men,6,160720,1779320,193163.884450239
2038,35-39,men,7,159193,1779320,191328.635249421
2038,35-39,men,8,161811,1779320,194475.12012679
2038,35-39,men,9,165026,1779320,198339.118935324
2038,35-39,men,10 least deprived,170829,1779320,205313.546644786
2038,40-44,men,1 most deprived,207483,1889515,232416.010567791
2038,40-44,men,2,215172,1889515,241028.989487779
2038,40-44,men,3,201276,1889515,225463.122005382
2038,40-44,men,4,187371,1889515,209887.173002596
2038,40-44,men,5,180391,1889515,202068.393855566
2038,40-44,men,6,175454,1889515,196538.119837101
2038,40-44,men,7,176942,1889515,198204.931208273
2038,40-44,men,8,177195,1889515,198488.33394813
2038,40-44,men,9,183765,1889515,205847.843832941
2038,40-44,men,10 least deprived,184466,1889515,206633.082254441
2038,45-49,men,1 most deprived,190224,1943482,205160.564010369
2038,45-49,men,2,218422,1943482,235572.696990247
2038,45-49,men,3,223551,1943482,241104.430803064
2038,45-49,men,4,219266,1943482,236482.968649054
2038,45-49,men,5,201368,1943482,217179.601173564
2038,45-49,men,6,190113,1943482,205040.848187943
2038,45-49,men,7,181598,1943482,195857.242530674
2038,45-49,men,8,181240,1943482,195471.132040328
2038,45-49,men,9,176689,1943482,190562.783320864
2038,45-49,men,10 least deprived,161011,1943482,173653.732293893
2038,50-54,men,1 most deprived,189065,1867402,196933.554103509
2038,50-54,men,2,207513,1867402,216149.327547041
2038,50-54,men,3,219749,1867402,228894.568432507
2038,50-54,men,4,213970,1867402,222875.056575927
2038,50-54,men,5,197265,1867402,205474.823739077
2038,50-54,men,6,190886,1867402,198830.340933554
2038,50-54,men,7,174943,1867402,182223.821201862
2038,50-54,men,8,173673,1867402,180900.966026597
2038,50-54,men,9,161936,1867402,168675.492647004
2038,50-54,men,10 least deprived,138402,1867402,144162.048792922
2038,55-59,men,1 most deprived,177316,1804314,177408.671778859
2038,55-59,men,2,192402,1804314,192502.556270139
2038,55-59,men,3,204485,1804314,204591.871284599
2038,55-59,men,4,204606,1804314,204712.934523592
2038,55-59,men,5,191893,1804314,191993.290248261
2038,55-59,men,6,188426,1804314,188524.478268195
2038,55-59,men,7,174304,1804314,174395.097598312
2038,55-59,men,8,171262,1804314,171351.507738675
2038,55-59,men,9,161202,1804314,161286.250017458
2038,55-59,men,10 least deprived,138418,1804314,138490.342271911
2038,60-64,men,1 most deprived,150729,1617489,149523.159799541
2038,60-64,men,2,159371,1617489,158096.02332937
2038,60-64,men,3,166589,1617489,165256.278936673
2038,60-64,men,4,172624,1617489,171242.998608337
2038,60-64,men,5,166612,1617489,165279.094935422
2038,60-64,men,6,171004,1617489,169635.958696473
2038,60-64,men,7,161525,1617489,160232.791212181
2038,60-64,men,8,162029,1617489,160732.759184761
2038,60-64,men,9,156907,1617489,155651.735463425
2038,60-64,men,10 least deprived,150099,1617489,148898.199833817
2038,65-69,men,1 most deprived,149844,1722128,147938.808153633
2038,65-69,men,2,156818,1722128,154824.137216281
2038,65-69,men,3,163913,1722128,161828.92782418
2038,65-69,men,4,175088,1722128,172861.843263683
2038,65-69,men,5,177372,1722128,175116.803340983
2038,65-69,men,6,183513,1722128,181179.723583845
2038,65-69,men,7,180498,1722128,178203.05780755
2038,65-69,men,8,179898,1722128,177610.686508785
2038,65-69,men,9,179852,1722128,177565.271375879
2038,65-69,men,10 least deprived,175332,1722128,173102.740925181
2038,70-74,men,1 most deprived,136530,1651404,133794.446107676
2038,70-74,men,2,142889,1651404,140026.035375959
2038,70-74,men,3,150807,1651404,147785.388077054
2038,70-74,men,4,163764,1651404,160482.777941679
2038,70-74,men,5,170507,1651404,167090.6732768
2038,70-74,men,6,178760,1651404,175178.313822662
2038,70-74,men,7,178250,1651404,174678.532327644
2038,70-74,men,8,177827,1651404,174264.007675893
2038,70-74,men,9,177356,1651404,173802.444765787
2038,70-74,men,10 least deprived,174714,1651404,171213.380628847
2038,75-79,men,1 most deprived,107706,1354648,104651.999871553
2038,75-79,men,2,111816,1354648,108645.460955171
2038,75-79,men,3,119638,1354648,116245.668399466
2038,75-79,men,4,132006,1354648,128262.974161553
2038,75-79,men,5,141190,1354648,137186.562140128
2038,75-79,men,6,148037,1354648,143839.415677726
2038,75-79,men,7,149209,1354648,144978.183655828
2038,75-79,men,8,147905,1354648,143711.158533435
2038,75-79,men,9,148589,1354648,144375.763735672
2038,75-79,men,10 least deprived,148552,1354648,144339.812869469
2038,80-84,men,1 most deprived,72875,950606,69597.1789311239
2038,80-84,men,2,74959,950606,71587.4433687564
2038,80-84,men,3,80998,950606,77354.8171398035
2038,80-84,men,4,91117,950606,87018.6779096703
2038,80-84,men,5,98896,950606,94447.7887831552
2038,80-84,men,6,105356,950606,100617.226531286
2038,80-84,men,7,106422,950606,101635.27926186
2038,80-84,men,8,105565,950606,100816.825987844
2038,80-84,men,9,106810,950606,102005.827535277
2038,80-84,men,10 least deprived,107608,950606,102767.934551223
2038,85-89,men,1 most deprived,42463,605004,39892.2859204237
2038,85-89,men,2,44155,605004,41481.8520786639
2038,85-89,men,3,49280,605004,46296.5840887002
2038,85-89,men,4,56634,605004,53205.3722256382
2038,85-89,men,5,63348,605004,59512.9060237618
2038,85-89,men,6,67981,605004,63865.4237608346
2038,85-89,men,7,69659,605004,65441.8374804134
2038,85-89,men,8,69589,605004,65376.0752871055
2038,85-89,men,9,70218,605004,65966.9955669715
2038,85-89,men,10 least deprived,71677,605004,67337.6675674872
2038,90-94,men,1 most deprived,18269,297093,17453.0556290455
2038,90-94,men,2,19833,297093,18947.2030374327
2038,90-94,men,3,22782,297093,21764.4924922499
2038,90-94,men,4,26609,297093,25420.5680241541
2038,90-94,men,5,30871,297093,29492.2152457311
2038,90-94,men,6,33658,297093,32154.7400712908
2038,90-94,men,7,35191,297093,33619.2720259313
2038,90-94,men,8,35205,297093,33632.6467469782
2038,90-94,men,9,36463,297093,34834.460966768
2038,90-94,men,10 least deprived,38212,297093,36505.3457604185
2038,95-99,men,1 most deprived,3234,52622,4030.05491999544
2038,95-99,men,2,3670,52622,4573.37710463304
2038,95-99,men,3,4084,52622,5089.28394967884
2038,95-99,men,4,4768,52622,5941.65178062407
2038,95-99,men,5,5441,52622,6780.3119417734
2038,95-99,men,6,5977,52622,7448.24930637376
2038,95-99,men,7,6165,52622,7682.52584470374
2038,95-99,men,8,6212,52622,7741.09497928623
2038,95-99,men,9,6378,52622,7947.9561780244
2038,95-99,men,10 least deprived,6693,52622,8340.49399490707
2038,<1,women,1 most deprived,38369,317707,37922.8811357635
2038,<1,women,2,38846,317707,38394.3350256683
2038,<1,women,3,38725,317707,38274.7419005562
2038,<1,women,4,36172,317707,35751.4257979837
2038,<1,women,5,32831,317707,32449.2718227801
2038,<1,women,6,31271,317707,30907.4100444749
2038,<1,women,7,28025,317707,27699.1514980784
2038,<1,women,8,27272,317707,26954.9066781657
2038,<1,women,9,24893,317707,24603.5674662504
2038,<1,women,10 least deprived,21303,317707,21055.3086302788
2038,01-04,women,1 most deprived,150158,1261068,149705.049776856
2038,01-04,women,2,151471,1261068,151014.089124456
2038,01-04,women,3,151366,1261068,150909.405855989
2038,01-04,women,4,142423,1261068,141993.38233307
2038,01-04,women,5,130150,1261068,129757.403724462
2038,01-04,women,6,125060,1261068,124682.757662553
2038,01-04,women,7,112458,1261068,112118.771479413
2038,01-04,women,8,109978,1261068,109646.252376557
2038,01-04,women,9,100793,1261068,100488.958844408
2038,01-04,women,10 least deprived,87211,1261068,86947.9288222364
2038,05-09,women,1 most deprived,182697,1570159,184482.94413241
2038,05-09,women,2,184138,1570159,185938.030545951
2038,05-09,women,3,184753,1570159,186559.042443472
2038,05-09,women,4,175704,1570159,177421.584458644
2038,05-09,women,5,161947,1570159,163530.103687588
2038,05-09,women,6,157274,1570159,158811.42304187
2038,05-09,women,7,142059,1570159,143447.68967474
2038,05-09,women,8,139862,1570159,141229.213026197
2038,05-09,women,9,128728,1570159,129986.373242455
2038,05-09,women,10 least deprived,112997,1570159,114101.595746673
2038,10-14,women,1 most deprived,181125,1589337,182276.820145759
2038,10-14,women,2,182583,1589337,183744.091940224
2038,10-14,women,3,184033,1589337,185203.312860646
2038,10-14,women,4,176673,1589337,177796.508740437
2038,10-14,women,5,164072,1589337,165115.375762346
2038,10-14,women,6,160673,1589337,161694.760653027
2038,10-14,women,7,145528,1589337,146453.449729038
2038,10-14,women,8,144011,1589337,144926.8027385
2038,10-14,women,9,132903,1589337,133748.164128816
2038,10-14,women,10 least deprived,117736,1589337,118484.713301207
2038,15-19,women,1 most deprived,196929,1642486,189709.647215867
2038,15-19,women,2,193209,1642486,186126.021200181
2038,15-19,women,3,193276,1642486,186190.565002076
2038,15-19,women,4,182887,1642486,176182.422346979
2038,15-19,women,5,169151,1642486,162949.979618091
2038,15-19,women,6,164576,1642486,158542.697622993
2038,15-19,women,7,147310,1642486,141909.663540511
2038,15-19,women,8,145555,1642486,140219.001266982
2038,15-19,women,9,133454,1642486,128561.619972408
2038,15-19,women,10 least deprived,116139,1642486,111881.382213912
2038,20-24,women,1 most deprived,249980,1836649,250490.535752885
2038,20-24,women,2,236301,1836649,236783.599043693
2038,20-24,women,3,230415,1836649,230885.578028246
2038,20-24,women,4,209398,1836649,209825.65487472
2038,20-24,women,5,189060,1836649,189446.118447237
2038,20-24,women,6,176664,1836649,177024.802017152
2038,20-24,women,7,154849,1836649,155165.249103122
2038,20-24,women,8,148955,1836649,149259.211749224
2038,20-24,women,9,132171,1836649,132440.933678672
2038,20-24,women,10 least deprived,108856,1836649,109078.317305048
2038,25-29,women,1 most deprived,277012,1941264,287329.97152989
2038,25-29,women,2,258998,1941264,268644.997206974
2038,25-29,women,3,228758,1941264,237278.63640288
2038,25-29,women,4,204660,1941264,212283.049013426
2038,25-29,women,5,184580,1941264,191455.121601184
2038,25-29,women,6,174410,1941264,180906.315735521
2038,25-29,women,7,161595,1941264,167613.990546881
2038,25-29,women,8,158753,1941264,164666.133489829
2038,25-29,women,9,151097,1941264,156724.967540221
2038,25-29,women,10 least deprived,141401,1941264,146667.816933194
2038,30-34,women,1 most deprived,237786,1812910,270019.210418609
2038,30-34,women,2,228027,1812910,258937.323871566
2038,30-34,women,3,200954,1812910,228194.428647865
2038,30-34,women,4,180697,1812910,205191.480007281
2038,30-34,women,5,168004,1812910,190777.873496202
2038,30-34,women,6,162952,1812910,185041.046891462
2038,30-34,women,7,157224,1812910,178536.584739452
2038,30-34,women,8,158325,1812910,179786.831392623
2038,30-34,women,9,158397,1812910,179868.59139174
2038,30-34,women,10 least deprived,160544,1812910,182306.629143201
2038,35-39,women,1 most deprived,202001,1704611,248208.519444612
2038,35-39,women,2,197143,1704611,242239.256978278
2038,35-39,women,3,176305,1704611,216634.586069784
2038,35-39,women,4,163217,1704611,200552.719631048
2038,35-39,women,5,157667,1704611,193733.162881737
2038,35-39,women,6,156216,1704611,191950.248135205
2038,35-39,women,7,156279,1704611,192027.659319927
2038,35-39,women,8,158768,1704611,195086.015490924
2038,35-39,women,9,163609,1704611,201034.389224873
2038,35-39,women,10 least deprived,173406,1704611,213072.442823612
2038,40-44,women,1 most deprived,195626,1830404,232246.692493023
2038,40-44,women,2,200006,1830404,237446.617416701
2038,40-44,women,3,189611,1830404,225105.699704
2038,40-44,women,4,181561,1830404,215548.760061167
2038,40-44,women,5,174680,1830404,207379.654262119
2038,40-44,women,6,172874,1830404,205235.575629205
2038,40-44,women,7,173456,1830404,205926.52455742
2038,40-44,women,8,174906,1830404,207647.960890601
2038,40-44,women,9,182008,1830404,216079.437330775
2038,40-44,women,10 least deprived,185676,1830404,220434.077654988
2038,45-49,women,1 most deprived,200754,1934763,230322.201429322
2038,45-49,women,2,218128,1934763,250255.143874469
2038,45-49,women,3,222495,1934763,255265.340700644
2038,45-49,women,4,219539,1934763,251873.964053478
2038,45-49,women,5,199523,1934763,228909.892683497
2038,45-49,women,6,189431,1934763,217331.484996354
2038,45-49,women,7,179640,1934763,206098.410316923
2038,45-49,women,8,178176,1934763,204418.783993698
2038,45-49,women,9,169240,1934763,194166.638621888
2038,45-49,women,10 least deprived,157837,1934763,181084.139329727
2038,50-54,women,1 most deprived,208079,1921093,226984.786076989
2038,50-54,women,2,218183,1921093,238006.822315734
2038,50-54,women,3,221971,1921093,242138.99504657
2038,50-54,women,4,216624,1921093,236306.173612626
2038,50-54,women,5,199591,1921093,217725.577486879
2038,50-54,women,6,195112,1921093,212839.62139886
2038,50-54,women,7,178601,1921093,194828.4535111
2038,50-54,women,8,178259,1921093,194455.379837936
2038,50-54,women,9,163205,1921093,178033.593066551
2038,50-54,women,10 least deprived,141468,1921093,154321.597646756
2038,55-59,women,1 most deprived,187060,1871722,192726.900950034
2038,55-59,women,2,198236,1871722,204241.472985839
2038,55-59,women,3,204495,1871722,210690.086655497
2038,55-59,women,4,205428,1871722,211651.351482752
2038,55-59,women,5,195142,1871722,201053.741607995
2038,55-59,women,6,195457,1871722,201378.284395332
2038,55-59,women,7,182091,1871722,187607.367266613
2038,55-59,women,8,180458,1871722,185924.896245276
2038,55-59,women,9,170149,1871722,175303.58959557
2038,55-59,women,10 least deprived,153206,1871722,157847.308815091
2038,60-64,women,1 most deprived,153276,1680616,154129.470874965
2038,60-64,women,2,164399,1680616,165314.40592378
2038,60-64,women,3,167511,1680616,168443.734151049
2038,60-64,women,4,173682,1680616,174649.095491177
2038,60-64,women,5,171223,1680616,172176.403296172
2038,60-64,women,6,175440,1680616,176416.884380489
2038,60-64,women,7,170892,1680616,171843.560223156
2038,60-64,women,8,171018,1680616,171970.261815906
2038,60-64,women,9,169296,1680616,170238.673381665
2038,60-64,women,10 least deprived,163879,1680616,164791.51046164
2038,65-69,women,1 most deprived,158789,1833372,157543.196651852
2038,65-69,women,2,167830,1833372,166513.264105703
2038,65-69,women,3,171684,1833372,170337.026960159
2038,65-69,women,4,181356,1833372,179933.143807149
2038,65-69,women,5,186321,1833372,184859.190141444
2038,65-69,women,6,193879,1833372,192357.892698263
2038,65-69,women,7,192397,1833372,190887.519955579
2038,65-69,women,8,193486,1833372,191967.976039778
2038,65-69,women,9,195142,1833372,193610.983638891
2038,65-69,women,10 least deprived,192488,1833372,190977.806001183
2038,70-74,women,1 most deprived,147534,1806448,145170.039548329
2038,70-74,women,2,157666,1806448,155139.692921136
2038,70-74,women,3,163297,1806448,160680.466523808
2038,70-74,women,4,174998,1806448,172193.979563209
2038,70-74,women,5,185007,1806448,182042.603784333
2038,70-74,women,6,194221,1806448,191108.966415308
2038,70-74,women,7,195193,1806448,192065.391906659
2038,70-74,women,8,194971,1806448,191846.949047523
2038,70-74,women,9,196079,1806448,192937.195389516
2038,70-74,women,10 least deprived,197482,1806448,194317.71490018
2038,75-79,women,1 most deprived,120697,1527857,117923.948077602
2038,75-79,women,2,127800,1527857,124863.754395863
2038,75-79,women,3,134518,1527857,131427.406211445
2038,75-79,women,4,146805,1527857,143432.108482666
2038,75-79,women,5,157440,1527857,153822.765978753
2038,75-79,women,6,165426,1527857,161625.285091471
2038,75-79,women,7,167795,1527857,163939.856563801
2038,75-79,women,8,167387,1527857,163541.23049343
2038,75-79,women,9,169194,1527857,165306.714094316
2038,75-79,women,10 least deprived,170795,1527857,166870.930610653
2038,80-84,women,1 most deprived,85173,1134873,82379.2381209175
2038,80-84,women,2,89727,1134873,86783.8622436167
2038,80-84,women,3,96865,1134873,93687.7285123534
2038,80-84,women,4,107919,1134873,104379.145959063
2038,80-84,women,5,117665,1134873,113805.467149188
2038,80-84,women,6,124976,1134873,120876.65884024
2038,80-84,women,7,127559,1134873,123374.933787305
2038,80-84,women,8,126710,1134873,122553.781859292
2038,80-84,women,9,128444,1134873,124230.904878343
2038,80-84,women,10 least deprived,129835,1134873,125576.278649682
2038,85-89,women,1 most deprived,53659,796464,51600.7323206071
2038,85-89,women,2,57520,796464,55313.6309487937
2038,85-89,women,3,64071,796464,61613.3457670403
2038,85-89,women,4,73620,796464,70796.0624209004
2038,85-89,women,5,82913,796464,79732.5987979369
2038,85-89,women,6,88982,796464,85568.8023137267
2038,85-89,women,7,92180,796464,88644.1324906085
2038,85-89,women,8,92271,796464,88731.6418858856
2038,85-89,women,9,94030,796464,90423.1696473413
2038,85-89,women,10 least deprived,97218,796464,93488.8834071597
2038,90-94,women,1 most deprived,26741,455917,25553.2136463435
2038,90-94,women,2,30103,455917,28765.8797500422
2038,90-94,women,3,34636,455917,33097.5321736193
2038,90-94,women,4,40740,455917,38930.4036480324
2038,90-94,women,5,46885,455917,44802.4539773687
2038,90-94,women,6,51939,455917,49631.9645330181
2038,90-94,women,7,53815,455917,51424.6360412093
2038,90-94,women,8,54797,455917,52363.0173957102
2038,90-94,women,9,56787,455917,54264.6252322243
2038,90-94,women,10 least deprived,59474,455917,56832.273602432
2038,95-99,women,1 most deprived,5255,87136,7668.28589790672
2038,95-99,women,2,5920,87136,8638.67792875505
2038,95-99,women,3,6726,87136,9814.82225486596
2038,95-99,women,4,7834,87136,11431.6558942343
2038,95-99,women,5,8969,87136,13087.8889092912
2038,95-99,women,6,9861,87136,14389.5275431509
2038,95-99,women,7,10227,87136,14923.6079691517
2038,95-99,women,8,10353,87136,15107.471722365
2038,95-99,women,9,10695,87136,15606.530481087
2038,95-99,women,10 least deprived,11296,87136,16483.5313991921
2039,<1,men,1 most deprived,39476,336909,38854.0557717366
2039,<1,men,2,39983,336909,39353.0679886854
2039,<1,men,3,41220,336909,40570.5790584401
2039,<1,men,4,39117,336909,38500.7118153567
2039,<1,men,5,35363,336909,34805.8560709272
2039,<1,men,6,33147,336909,32624.7691424094
2039,<1,men,7,30316,336909,29838.3715365277
2039,<1,men,8,29114,336909,28655.3090419075
2039,<1,men,9,26704,336909,26283.278582644
2039,<1,men,10 least deprived,22469,336909,22115.0009913656
2039,01-04,men,1 most deprived,154405,1335105,153516.807385936
2039,01-04,men,2,155732,1335105,154836.174008786
2039,01-04,men,3,160775,1335105,159850.164874673
2039,01-04,men,4,153710,1335105,152825.805273743
2039,01-04,men,5,139910,1335105,139105.187794218
2039,01-04,men,6,132186,1335105,131425.618996259
2039,01-04,men,7,121404,1335105,120705.640904648
2039,01-04,men,8,117118,1335105,116444.295504848
2039,01-04,men,9,108033,1335105,107411.555664161
2039,01-04,men,10 least deprived,91832,1335105,91303.7495927287
2039,05-09,men,1 most deprived,187215,1653746,189036.041737969
2039,05-09,men,2,188465,1653746,190298.200497537
2039,05-09,men,3,195055,1653746,196952.301477978
2039,05-09,men,4,188399,1653746,190231.558515032
2039,05-09,men,5,172991,1653746,174673.684781097
2039,05-09,men,6,165127,1653746,166733.191592905
2039,05-09,men,7,152606,1653746,154090.399730067
2039,05-09,men,8,148098,1653746,149538.550379563
2039,05-09,men,9,137444,1653746,138780.918840015
2039,05-09,men,10 least deprived,118346,1653746,119497.152447837
2039,10-14,men,1 most deprived,184939,1668476,187225.138293269
2039,10-14,men,2,186049,1668476,188348.859647367
2039,10-14,men,3,193339,1668476,195728.975567524
2039,10-14,men,4,188525,1668476,190855.466920112
2039,10-14,men,5,174648,1668476,176806.925270726
2039,10-14,men,6,167942,1668476,170018.028513446
2039,10-14,men,7,155858,1668476,157784.651177482
2039,10-14,men,8,152011,1668476,153890.096178189
2039,10-14,men,9,141850,1668476,143603.490161081
2039,10-14,men,10 least deprived,123315,1668476,124839.368270805
2039,15-19,men,1 most deprived,197887,1728548,191370.705375842
2039,15-19,men,2,195989,1728548,189535.205323775
2039,15-19,men,3,203096,1728548,196408.176277431
2039,15-19,men,4,195934,1728548,189482.016439231
2039,15-19,men,5,181429,1728548,175454.656979152
2039,15-19,men,6,173276,1728548,167570.130148541
2039,15-19,men,7,159260,1728548,154015.668225586
2039,15-19,men,8,155042,1728548,149936.564316409
2039,15-19,men,9,143364,1728548,138643.113521869
2039,15-19,men,10 least deprived,123271,1728548,119211.763392165
2039,20-24,men,1 most deprived,247563,1925087,247921.660781045
2039,20-24,men,2,237851,1925087,238195.590368643
2039,20-24,men,3,241570,1925087,241919.978328252
2039,20-24,men,4,224039,1925087,224363.580016903
