year,agegrp,sex,dimd,population_size,clbr,population_size_calibrated
2016,<1,men,7,30756,343195,30553.3766634129
2016,<1,men,8,29447,343195,29253.0004749486
2016,<1,men,9,27021,343195,26842.983184487
2016,<1,men,10 least deprived,22467,343195,22318.9853523507
2016,01-04,men,1 most deprived,176024,1414436,172399.073123139
2016,01-04,men,2,171515,1414436,167982.92861607
2016,01-04,men,3,169095,1414436,165612.764564816
2016,01-04,men,4,157158,1414436,153921.587589682
2016,01-04,men,5,142422,1414436,139489.051449482
2016,01-04,men,6,135630,1414436,132836.921599846
2016,01-04,men,7,124403,1414436,121841.123333965
2016,01-04,men,8,122020,1414436,119507.197328122
2016,01-04,men,9,114280,1414436,111926.589990639
2016,01-04,men,10 least deprived,101889,1414436,99790.7624042375
2016,05-09,men,1 most deprived,226706,1755678,224335.35147903
2016,05-09,men,2,209182,1755678,206994.598700901
2016,05-09,men,3,191260,1755678,189260.00778047
2016,05-09,men,4,175878,1755678,174038.856260658
2016,05-09,men,5,164225,1755678,162507.710853015
2016,05-09,men,6,162563,1755678,160863.090268831
2016,05-09,men,7,154115,1755678,152503.430404095
2016,05-09,men,8,156340,1755678,154705.163737314
2016,05-09,men,9,155996,1755678,154364.760920852
2016,05-09,men,10 least deprived,159413,1755678,157746.029594835
2016,10-14,men,1 most deprived,190072,1572418,190852.997922944
2016,10-14,men,2,176452,1572418,177177.03391083
2016,10-14,men,3,161127,1572418,161789.064124807
2016,10-14,men,4,149885,1572418,150500.871215542
2016,10-14,men,5,145278,1572418,145874.941244631
2016,10-14,men,6,145107,1572418,145703.238612761
2016,10-14,men,7,143951,1572418,144542.48865696
2016,10-14,men,8,147082,1572418,147686.353805413
2016,10-14,men,9,152098,1572418,152722.964340271
2016,10-14,men,10 least deprived,161366,1572418,162029.046165841
2016,15-19,men,1 most deprived,193439,1631795,191894.1386369
2016,15-19,men,2,179079,1631795,177648.821866105
2016,15-19,men,3,164362,1631795,163049.356203445
2016,15-19,men,4,154523,1631795,153288.933382563
2016,15-19,men,5,152070,1631795,150855.523769836
2016,15-19,men,6,152644,1631795,151424.939635187
2016,15-19,men,7,152932,1631795,151710.639581565
2016,15-19,men,8,155726,1631795,154482.325866913
2016,15-19,men,9,159715,1631795,158439.46852699
2016,15-19,men,10 least deprived,167305,1631795,165968.852530496
2016,20-24,men,1 most deprived,218758,1824062,217910.701350064
2016,20-24,men,2,216497,1824062,215658.45870864
2016,20-24,men,3,210263,1824062,209448.60438461
2016,20-24,men,4,199118,1824062,198346.771461716
2016,20-24,men,5,180871,1824062,180170.446172882
2016,20-24,men,6,165405,1824062,164764.349449196
2016,20-24,men,7,165200,1824062,164560.143460036
2016,20-24,men,8,161096,1824062,160472.039169721
2016,20-24,men,9,161208,1824062,160583.605368677
2016,20-24,men,10 least deprived,145646,1824062,145081.880474458
2016,25-29,men,1 most deprived,212447,1924136,203182.249370627
2016,25-29,men,2,240161,1924136,229687.650054362
2016,25-29,men,3,247984,1924136,237169.491345726
2016,25-29,men,4,229141,1924136,219148.228984334
2016,25-29,men,5,201959,1924136,193151.627938462
2016,25-29,men,6,183333,1924136,175337.902271461
2016,25-29,men,7,168212,1924136,160876.324594519
2016,25-29,men,8,161927,1924136,154865.411579535
2016,25-29,men,9,151193,1924136,144599.518134373
2016,25-29,men,10 least deprived,127779,1924136,122206.595726601
2016,30-34,men,1 most deprived,210470,1874892,208594.295570092
2016,30-34,men,2,234511,1874892,232421.042658991
2016,30-34,men,3,245428,1874892,243240.750573366
2016,30-34,men,4,225398,1874892,223389.257532701
2016,30-34,men,5,200182,1874892,198397.982020298
2016,30-34,men,6,185086,1874892,183436.517270328
2016,30-34,men,7,165038,1874892,163567.184645302
2016,30-34,men,8,156387,1874892,154993.282184254
2016,30-34,men,9,140309,1874892,139058.568998641
2016,30-34,men,10 least deprived,112083,1874892,111084.118546028
2016,35-39,men,1 most deprived,185238,1773841,186885.032476981
2016,35-39,men,2,202787,1773841,204590.068349418
2016,35-39,men,3,211252,1773841,213130.3343851
2016,35-39,men,4,202686,1773841,204488.170314025
2016,35-39,men,5,185491,1773841,187140.282011184
2016,35-39,men,6,178473,1773841,180059.881888512
2016,35-39,men,7,164611,1773841,166074.628753648
2016,35-39,men,8,160435,1773841,161861.498102141
2016,35-39,men,9,150505,1773841,151843.206107537
2016,35-39,men,10 least deprived,132363,1773841,133539.897611454
2016,40-44,men,1 most deprived,170843,1756422,172759.853125843
2016,40-44,men,2,180307,1756422,182330.038910353
2016,40-44,men,3,184182,1756422,186248.516289366
2016,40-44,men,4,183735,1756422,185796.500963322
2016,40-44,men,5,175476,1756422,177444.835241189
2016,40-44,men,6,178143,1756422,180141.758897919
2016,40-44,men,7,171634,1756422,173559.728121146
2016,40-44,men,8,172770,1756422,174708.474005677
2016,40-44,men,9,171417,1756422,173340.293387922
2016,40-44,men,10 least deprived,167915,1756422,169799.001057263
2016,45-49,men,1 most deprived,176695,1919820,178404.592370639
2016,45-49,men,2,185847,1919820,187645.141505454
2016,45-49,men,3,188962,1919820,190790.280333573
2016,45-49,men,4,190721,1919820,192566.299337959
2016,45-49,men,5,190549,1919820,192392.635171527
2016,45-49,men,6,195294,1919820,197183.544879207
2016,45-49,men,7,194800,1919820,196684.765238408
2016,45-49,men,8,197570,1919820,199481.566058276
2016,45-49,men,9,199479,1919820,201409.036370597
2016,45-49,men,10 least deprived,199903,1919820,201837.138734361
2016,50-54,men,1 most deprived,167557,1911578,168202.745252875
2016,50-54,men,2,174350,1911578,175021.924687353
2016,50-54,men,3,179538,1911578,180229.9186379
2016,50-54,men,4,186891,1911578,187611.256247456
2016,50-54,men,5,191038,1911578,191774.238304689
2016,50-54,men,6,198481,1911578,199245.922763811
2016,50-54,men,7,200677,1911578,201450.385893225
2016,50-54,men,8,200900,1911578,201674.245309373
2016,50-54,men,9,204621,1911578,205409.585611992
2016,50-54,men,10 least deprived,207525,1911578,208324.777291327
2016,55-59,men,1 most deprived,144562,1670414,144846.638669216
2016,55-59,men,2,148125,1670414,148416.654119877
2016,55-59,men,3,153613,1670414,153915.459843488
2016,55-59,men,4,161564,1670414,161882.115147502
2016,55-59,men,5,168735,1670414,169067.234652607
2016,55-59,men,6,174892,1670414,175236.357619129
2016,55-59,men,7,177412,1670414,177761.319430991
2016,55-59,men,8,178096,1670414,178446.666208497
2016,55-59,men,9,180706,1670414,181061.805227926
2016,55-59,men,10 least deprived,182709,1670414,183068.749080767
2016,60-64,men,1 most deprived,120308,1436599,119966.487842467
2016,60-64,men,2,121062,1436599,120718.347501286
2016,60-64,men,3,127855,1436599,127492.064560117
2016,60-64,men,4,138474,1436599,138080.920948713
2016,60-64,men,5,146905,1436599,146487.988300841
2016,60-64,men,6,153424,1436599,152988.483149438
2016,60-64,men,7,156731,1436599,156286.09573792
2016,60-64,men,8,156187,1436599,155743.639962857
2016,60-64,men,9,157529,1436599,157081.830496193
2016,60-64,men,10 least deprived,158124,1436599,157675.141500168
2016,65-69,men,1 most deprived,110782,1470573,110131.955508499
2016,65-69,men,2,111689,1470573,111033.633431322
2016,65-69,men,3,122844,1470573,122123.178336608
2016,65-69,men,4,138641,1470573,137827.485003465
2016,65-69,men,5,153105,1470573,152206.613422115
2016,65-69,men,6,161807,1470573,160857.551993679
2016,65-69,men,7,167247,1470573,166265.63126618
2016,65-69,men,8,167319,1470573,166337.208785963
2016,65-69,men,9,168636,1470573,167646.480918662
2016,65-69,men,10 least deprived,168503,1470573,167514.261333507
2016,70-74,men,1 most deprived,79022,1137440,78663.516458011
2016,70-74,men,2,81900,1137440,81528.4604023069
2016,70-74,men,3,90931,1137440,90518.4912434942
2016,70-74,men,4,105471,1137440,104992.53048952
2016,70-74,men,5,118434,1137440,117896.723800816
2016,70-74,men,6,126814,1137440,126238.707905472
2016,70-74,men,7,132151,1137440,131551.496588831
2016,70-74,men,8,132879,1137440,132276.194014629
2016,70-74,men,9,134958,1137440,134345.762624842
2016,70-74,men,10 least deprived,134880,1137440,134268.116472078
2016,75-79,men,1 most deprived,60277,827827,59866.1861053094
2016,75-79,men,2,62465,827827,62039.2739364626
2016,75-79,men,3,68021,827827,67557.4073870507
2016,75-79,men,4,77323,827827,76796.0102231505
2016,75-79,men,5,85701,827827,85116.9105199517
2016,75-79,men,6,91932,827827,91305.4435528196
2016,75-79,men,7,94472,827827,93828.1323513246
2016,75-79,men,8,95212,827827,94563.0889304166
2016,75-79,men,9,96326,827827,95669.49653732
2016,75-79,men,10 least deprived,96098,827827,95443.0504561943
2016,80-84,men,1 most deprived,40600,584214,40270.8017952326
2016,80-84,men,2,42892,584214,42544.2175024905
2016,80-84,men,3,47364,584214,46979.9570499851
2016,80-84,men,4,53694,584214,53258.63132003
2016,80-84,men,5,59904,584214,59418.2785896949
2016,80-84,men,6,64473,584214,63950.2316291633
2016,80-84,men,7,67005,584214,66461.7013371812
2016,80-84,men,8,67167,584214,66622.3877876942
2016,80-84,men,9,69505,584214,68941.4305117645
2016,80-84,men,10 least deprived,71610,584214,71029.3624767637
2016,85-89,men,1 most deprived,21575,324011,21238.2017122875
2016,85-89,men,2,23520,324011,23152.8391320048
2016,85-89,men,3,26273,324011,25862.8632021752
2016,85-89,men,4,29897,324011,29430.2904561882
2016,85-89,men,5,33250,324011,32730.9481776853
2016,85-89,men,6,36005,324011,35442.9410266935
2016,85-89,men,7,37099,324011,36519.8630509458
2016,85-89,men,8,37440,324011,36855.5398427831
2016,85-89,men,9,38500,324011,37898.9926267935
2016,85-89,men,10 least deprived,40452,324011,39820.5207724429
2016,90-94,men,1 most deprived,7532,117572,7700.74160514408
2016,90-94,men,2,8656,117572,8849.92290681455
2016,90-94,men,3,9645,117572,9861.07976388936
2016,90-94,men,4,10904,117572,11148.2855101555
2016,90-94,men,5,12081,117572,12351.6541863709
2016,90-94,men,6,13173,117572,13468.1185826557
2016,90-94,men,7,13376,117572,13675.6664511959
2016,90-94,men,8,13563,117572,13866.8558670432
2016,90-94,men,9,14082,117572,14397.4831762665
2016,90-94,men,10 least deprived,14560,117572,14886.1919504644
2016,95-99,men,1 most deprived,1892,29451,1581.00302196869
2016,95-99,men,2,2165,29451,1809.12872228447
2016,95-99,men,3,2477,29451,2069.84380835965
2016,95-99,men,4,2786,29451,2328.05201860718
2016,95-99,men,5,3063,29451,2559.52022002649
2016,95-99,men,6,3334,29451,2785.9746697905
2016,95-99,men,7,3295,29451,2753.3852840311
2016,95-99,men,8,3477,29451,2905.46908424162
2016,95-99,men,9,3429,29451,2865.35907099929
2016,95-99,men,10 least deprived,3533,29451,2952.26409969101
2016,<1,women,1 most deprived,38914,325901,38624.3250250843
2016,<1,women,2,39957,325901,39659.5609556276
2016,<1,women,3,40170,325901,39870.9753882314
2016,<1,women,4,37352,325901,37073.9525193234
2016,<1,women,5,33783,325901,33531.5200781833
2016,<1,women,6,32096,325901,31857.0780697206
2016,<1,women,7,28662,325901,28448.6406914983
2016,<1,women,8,27874,325901,27666.5065464666
2016,<1,women,9,25454,325901,25264.5209741609
2016,<1,women,10 least deprived,21639,325901,21477.9197517037
2016,01-04,women,1 most deprived,170398,1345496,166478.391097409
2016,01-04,women,2,165653,1345496,161842.538764887
2016,01-04,women,3,159582,1345496,155911.187972317
2016,01-04,women,4,148004,1345496,144599.512881495
2016,01-04,women,5,134544,1345496,131449.12881495
2016,01-04,women,6,129119,1345496,126148.918297788
2016,01-04,women,7,117084,1345496,114390.755426995
2016,01-04,women,8,115337,1345496,112683.941090869
2016,01-04,women,9,108397,1345496,105903.579618223
2016,01-04,women,10 least deprived,97378,1345496,95138.0460350681
2016,05-09,women,1 most deprived,215167,1672577,212592.704863214
2016,05-09,women,2,198970,1672577,196589.488567641
2016,05-09,women,3,182512,1672577,180328.394921131
2016,05-09,women,4,168373,1672577,166358.556358242
2016,05-09,women,5,157309,1672577,155426.927964452
2016,05-09,women,6,154576,1672577,152726.626048308
2016,05-09,women,7,147412,1672577,145648.337381179
2016,05-09,women,8,149035,1672577,147251.919528966
2016,05-09,women,9,148164,1672577,146391.340323345
2016,05-09,women,10 least deprived,151059,1672577,149251.704043521
2016,10-14,women,1 most deprived,181657,1497829,181974.875403
2016,10-14,women,2,168414,1497829,168708.701927924
2016,10-14,women,3,153361,1497829,153629.361195437
2016,10-14,women,4,143041,1497829,143291.302578599
2016,10-14,women,5,138711,1497829,138953.725658937
2016,10-14,women,6,138820,1497829,139062.916394328
2016,10-14,women,7,136872,1497829,137111.507655413
2016,10-14,women,8,140034,1497829,140279.040731619
2016,10-14,women,9,143750,1497829,144001.543233573
2016,10-14,women,10 least deprived,153169,1497829,153437.02522117
2016,15-19,women,1 most deprived,187144,1547607,187170.603446482
2016,15-19,women,2,171586,1547607,171610.391799727
2016,15-19,women,3,156235,1547607,156257.209579047
2016,15-19,women,4,147056,1547607,147076.904738735
2016,15-19,women,5,144031,1547607,144051.474720003
2016,15-19,women,6,143943,1547607,143963.462210367
2016,15-19,women,7,143186,1547607,143206.354599068
2016,15-19,women,8,145717,1547607,145737.714393254
2016,15-19,women,9,150291,1547607,150312.364610008
2016,15-19,women,10 least deprived,158418,1547607,158440.519903309
2016,20-24,women,1 most deprived,216483,1735791,225190.75517329
2016,20-24,women,2,214008,1735791,222616.201425172
2016,20-24,women,3,206580,1735791,214889.419509607
2016,20-24,women,4,194242,1735791,202055.13904727
2016,20-24,women,5,171279,1735791,178168.481383415
2016,20-24,women,6,154331,1735791,160538.769495291
2016,20-24,women,7,151687,1735791,157788.417935685
2016,20-24,women,8,147767,1735791,153710.74088816
2016,20-24,women,9,146017,1735791,151890.349349086
2016,20-24,women,10 least deprived,133397,1735791,138762.725793025
2016,25-29,women,1 most deprived,225087,1887346,229684.039176706
2016,25-29,women,2,245761,1887346,250780.272304071
2016,25-29,women,3,245682,1887346,250699.658856405
2016,25-29,women,4,224529,1887346,229114.642926098
2016,25-29,women,5,195935,1887346,199936.656564297
2016,25-29,women,6,176801,1887346,180411.875454739
2016,25-29,women,7,160893,1887346,164178.98019547
2016,25-29,women,8,154187,1887346,157336.020954292
2016,25-29,women,9,139260,1887346,142104.161038834
2016,25-29,women,10 least deprived,119211,1887346,121645.692529086
2016,30-34,women,1 most deprived,219009,1874722,224811.671563571
2016,30-34,women,2,236260,1874722,242519.739022639
2016,30-34,women,3,237033,1874722,243313.219756849
2016,30-34,women,4,219111,1874722,224916.374066662
2016,30-34,women,5,195902,1874722,201092.448632917
2016,30-34,women,6,184065,1874722,188941.825798705
2016,30-34,women,7,164742,1874722,169106.860433707
2016,30-34,women,8,158596,1874722,162798.021374903
2016,30-34,women,9,142750,1874722,146532.179571158
2016,30-34,women,10 least deprived,117254,1874722,120360.65977889
2016,35-39,women,1 most deprived,184183,1783158,187947.00335977
2016,35-39,women,2,198937,1783158,203002.519273671
2016,35-39,women,3,201321,1783158,205435.239209874
2016,35-39,women,4,194359,1783158,198330.962282086
2016,35-39,women,5,181190,1783158,184892.837768723
2016,35-39,women,6,178611,1783158,182261.132770624
2016,35-39,women,7,169201,1783158,172658.827988883
2016,35-39,women,8,166800,1783158,170208.760637027
2016,35-39,women,9,160407,1783158,163685.111915489
2016,35-39,women,10 least deprived,148149,1783158,151176.604793855
2016,40-44,women,1 most deprived,168315,1778834,170672.481487874
2016,40-44,women,2,179800,1778834,182318.344601014
2016,40-44,women,3,179435,1778834,181948.232277436
2016,40-44,women,4,178910,1778834,181415.878935303
2016,40-44,women,5,175598,1778834,178057.489851217
2016,40-44,women,6,178700,1778834,181202.937598449
2016,40-44,women,7,176406,1778834,178876.806994919
2016,40-44,women,8,179137,1778834,181646.058380377
2016,40-44,women,9,181164,1778834,183701.449284194
2016,40-44,women,10 least deprived,181369,1778834,183909.320589217
2016,45-49,women,1 most deprived,177867,1963250,179994.337337069
2016,45-49,women,2,188356,1963250,190608.788608685
2016,45-49,women,3,188747,1963250,191004.465074239
2016,45-49,women,4,190227,1963250,192502.166273781
2016,45-49,women,5,193665,1963250,195981.285681905
2016,45-49,women,6,199568,1963250,201954.887155482
2016,45-49,women,7,201097,1963250,203502.174408252
2016,45-49,women,8,203922,1963250,206360.96217089
2016,45-49,women,9,208109,1963250,210598.039821215
2016,45-49,women,10 least deprived,211692,1963250,214223.893468483
2016,50-54,women,1 most deprived,169612,1961508,170302.118710706
2016,50-54,women,2,179530,1961508,180260.473151269
2016,50-54,women,3,182135,1961508,182876.07239685
2016,50-54,women,4,188186,1961508,188951.692755778
2016,50-54,women,5,195017,1961508,195810.486785167
2016,50-54,women,6,202899,1961508,203724.557132064
2016,50-54,women,7,205456,1961508,206291.961074847
2016,50-54,women,8,208247,1961508,209094.317118768
2016,50-54,women,9,212424,1961508,213288.312530971
2016,50-54,women,10 least deprived,218002,1961508,218889.008343581
2016,55-59,women,1 most deprived,144563,1707237,144566.725769767
2016,55-59,women,2,150916,1707237,150919.889503332
2016,55-59,women,3,156187,1707237,156191.025350903
2016,55-59,women,4,164862,1707237,164866.248928532
2016,55-59,women,5,172825,1707237,172829.454156043
2016,55-59,women,6,179064,1707237,179068.614951527
2016,55-59,women,7,183167,1707237,183171.720696658
2016,55-59,women,8,182293,1707237,182297.698171373
2016,55-59,women,9,185635,1707237,185639.784303527
2016,55-59,women,10 least deprived,187725,1707237,187729.838168339
2016,60-64,women,1 most deprived,119815,1494364,119055.875435971
2016,60-64,women,2,124473,1494364,123684.363252862
2016,60-64,women,3,132117,1494364,131279.932353831
2016,60-64,women,4,143094,1494364,142187.384214288
2016,60-64,women,5,154632,1494364,153652.281687728
2016,60-64,women,6,161204,1494364,160182.642772444
2016,60-64,women,7,164603,1494364,163560.107368754
2016,60-64,women,8,163986,1494364,162947.016560891
2016,60-64,women,9,165049,1494364,164003.281599396
2016,60-64,women,10 least deprived,165391,1494364,164343.114753835
2016,65-69,women,1 most deprived,111346,1561470,110664.219942746
2016,65-69,women,2,117336,1561470,116617.542715518
2016,65-69,women,3,129372,1561470,128579.845368787
2016,65-69,women,4,146378,1561470,145481.716332687
2016,65-69,women,5,161445,1561470,160456.459941594
2016,65-69,women,6,172080,1561470,171026.341024804
2016,65-69,women,7,178457,1561470,177364.294167035
2016,65-69,women,8,179727,1561470,178626.517860093
2016,65-69,women,9,182636,1561470,181517.705831044
2016,65-69,women,10 least deprived,182693,1561470,181574.356815693
2016,70-74,women,1 most deprived,85281,1243839,84828.6230943072
2016,70-74,women,2,91389,1243839,90904.2229331931
2016,70-74,women,3,100689,1243839,100154.890664306
2016,70-74,women,4,115144,1243839,114533.21346573
2016,70-74,women,5,128580,1243839,127897.941598551
2016,70-74,women,6,138305,1243839,137571.354898021
2016,70-74,women,7,143811,1243839,143048.148073022
2016,70-74,women,8,145021,1243839,144251.729573522
2016,70-74,women,9,148143,1243839,147357.168783902
2016,70-74,women,10 least deprived,147476,1243839,146693.706915445
2016,75-79,women,1 most deprived,73137,968208,72777.8898728373
2016,75-79,women,2,76067,968208,75693.5032740899
2016,75-79,women,3,82130,968208,81726.7333258969
2016,75-79,women,4,90647,968208,90201.9139874903
2016,75-79,women,5,99452,968208,98963.6805397187
2016,75-79,women,6,105092,968208,104575.987564656
2016,75-79,women,7,109003,968208,108467.784155884
2016,75-79,women,8,109303,968208,108766.311125295
2016,75-79,women,9,111417,968208,110869.931169749
2016,75-79,women,10 least deprived,111960,968208,111410.264984384
2016,80-84,women,1 most deprived,56997,761134,56629.9919606797
2016,80-84,women,2,60276,761134,59887.8782290635
2016,80-84,women,3,65663,761134,65240.1909243313
2016,80-84,women,4,71587,761134,71126.0458355559
2016,80-84,women,5,78742,761134,78234.9742436943
2016,80-84,women,6,83004,761134,82469.5308999467
2016,80-84,women,7,84661,761134,84115.861350301
2016,80-84,women,8,85361,761134,84811.3539967995
2016,80-84,women,9,86487,761134,85930.1035967386
2016,80-84,women,10 least deprived,88356,761134,87787.0689628896
2016,85-89,women,1 most deprived,37576,516226,37170.9974158605
2016,85-89,women,2,41444,516226,40997.307241402
2016,85-89,women,3,45204,516226,44716.781115248
2016,85-89,women,4,49749,516226,49212.7940824368
2016,85-89,women,5,53736,516226,53156.8212991984
2016,85-89,women,6,56701,516226,56089.8638619519
2016,85-89,women,7,56974,516226,56359.9214065158
2016,85-89,women,8,57546,516226,56925.7562617923
2016,85-89,women,9,58607,516226,57975.3205650238
2016,85-89,women,10 least deprived,58689,516226,58056.4367505705
2016,90-94,women,1 most deprived,17604,250643,17903.9751997862
2016,90-94,women,2,20143,250643,20486.2401982102
2016,90-94,women,3,22403,250643,22784.7509884577
2016,90-94,women,4,24508,250643,24925.6205519404
2016,90-94,women,5,26526,250643,26978.0076204003
2016,90-94,women,6,28202,250643,28682.5669498051
2016,90-94,women,7,28021,250643,28498.4826785508
2016,90-94,women,8,28076,250643,28554.4198880479
2016,90-94,women,9,28066,250643,28544.2494863212
2016,90-94,women,10 least deprived,27094,250643,27555.6864384802
2016,95-99,women,1 most deprived,6276,89060,5817.10361554009
2016,95-99,women,2,7097,89060,6578.07271502358
2016,95-99,women,3,8000,89060,7415.04603637997
2016,95-99,women,4,8734,89060,8095.37651021783
2016,95-99,women,5,9495,89060,8800.73276442848
2016,95-99,women,6,10103,89060,9364.27626319335
2016,95-99,women,7,10017,89060,9284.56451830227
2016,95-99,women,8,10049,89060,9314.22470244779
2016,95-99,women,9,9894,89060,9170.55818549293
2016,95-99,women,10 least deprived,9395,89060,8708.04468897373
2017,<1,men,1 most deprived,39104,335031,38775.323358137
2017,<1,men,2,39934,335031,39598.3470484821
2017,<1,men,3,41447,335031,41098.6299924485
2017,<1,men,4,39200,335031,38870.5164596709
2017,<1,men,5,35292,335031,34995.3639513955
2017,<1,men,6,32944,335031,32667.0993430459
2017,<1,men,7,30098,335031,29845.0205204892
2017,<1,men,8,28726,335031,28484.5524444007
2017,<1,men,9,26356,335031,26134.4727502828
2017,<1,men,10 least deprived,21930,335031,21745.6741316475
2017,01-04,men,1 most deprived,167469,1400473,163412.237873918
2017,01-04,men,2,166965,1400473,162920.446749063
2017,01-04,men,3,169319,1400473,165217.423550472
2017,01-04,men,4,159121,1400473,155266.459480476
2017,01-04,men,5,144621,1400473,141117.706880461
2017,01-04,men,6,136784,1400473,133470.550044164
2017,01-04,men,7,124918,1400473,121891.991537145
2017,01-04,men,8,121329,1400473,118389.931324631
2017,01-04,men,9,112550,1400473,109823.593457353
2017,01-04,men,10 least deprived,97397,1400473,95037.6591023176
2017,05-09,men,1 most deprived,232458,1790463,228503.600627324
2017,05-09,men,2,215017,1790463,211359.293705036
2017,05-09,men,3,197560,1790463,194199.258962626
2017,05-09,men,4,181939,1790463,178843.991579273
2017,05-09,men,5,168612,1790463,165743.700405984
2017,05-09,men,6,166337,1790463,163507.400982316
2017,05-09,men,7,156457,1790463,153795.472056669
2017,05-09,men,8,158540,1790463,155843.037638868
2017,05-09,men,9,156727,1790463,154060.879021236
2017,05-09,men,10 least deprived,156816,1790463,154148.365020668
2017,10-14,men,1 most deprived,198301,1622390,198364.069493772
2017,10-14,men,2,183885,1622390,183943.484495097
2017,10-14,men,3,167504,1622390,167557.274529552
2017,10-14,men,4,155527,1622390,155576.465253114
2017,10-14,men,5,150099,1622390,150146.738881527
2017,10-14,men,6,149431,1622390,149478.526424596
2017,10-14,men,7,147714,1622390,147760.980333952
2017,10-14,men,8,150601,1622390,150648.898542274
2017,10-14,men,9,155030,1622390,155079.307182613
2017,10-14,men,10 least deprived,164298,1622390,164350.254863504
2017,15-19,men,1 most deprived,192500,1601652,191351.719974127
2017,15-19,men,2,176560,1601652,175506.80352536
2017,15-19,men,3,161896,1601652,160930.275620422
2017,15-19,men,4,151179,1601652,150277.203501135
2017,15-19,men,5,148407,1601652,147521.738733508
2017,15-19,men,6,149301,1601652,148410.405942115
2017,15-19,men,7,148919,1601652,148030.684606893
2017,15-19,men,8,152417,1601652,151507.818718423
2017,15-19,men,9,155960,1601652,155029.684400856
2017,15-19,men,10 least deprived,164513,1601652,163531.664977161
2017,20-24,men,1 most deprived,227309,1810386,225893.957887434
2017,20-24,men,2,215911,1810386,214566.912623054
2017,20-24,men,3,203770,1810386,202501.492676148
2017,20-24,men,4,189547,1810386,188367.033578474
2017,20-24,men,5,175054,1810386,173964.255282575
2017,20-24,men,6,163180,1810386,162164.17320947
2017,20-24,men,7,162720,1810386,161707.036797677
2017,20-24,men,8,160143,1810386,159146.079116829
2017,20-24,men,9,161961,1810386,160952.761718219
2017,20-24,men,10 least deprived,150791,1810386,149852.297110119
2017,25-29,men,1 most deprived,212125,1938223,202657.521154687
2017,25-29,men,2,241058,1938223,230299.194977049
2017,25-29,men,3,246564,1938223,235559.453369401
2017,25-29,men,4,230648,1938223,220353.809967171
2017,25-29,men,5,202984,1938223,193924.498640249
2017,25-29,men,6,183208,1938223,175031.133226672
2017,25-29,men,7,170286,1938223,162685.862804228
2017,25-29,men,8,164720,1938223,157368.282308073
2017,25-29,men,9,154791,1938223,147882.429497019
2017,25-29,men,10 least deprived,131839,1938223,125954.814055452
2017,30-34,men,1 most deprived,210555,1874874,208555.435349256
2017,30-34,men,2,235635,1874874,233397.259663849
2017,30-34,men,3,246360,1874874,244020.408219432
2017,30-34,men,4,225051,1874874,222913.772082284
2017,30-34,men,5,199570,1874874,197674.755919598
2017,30-34,men,6,184238,1874874,182488.358376083
2017,30-34,men,7,164566,1874874,163003.176242243
2017,30-34,men,8,155815,1874874,154335.281322905
2017,30-34,men,9,140396,1874874,139062.709986911
2017,30-34,men,10 least deprived,112688,1874874,111617.842837439
2017,35-39,men,1 most deprived,190810,1812470,191963.827428868
2017,35-39,men,2,210043,1812470,211313.129315244
2017,35-39,men,3,219744,1812470,221072.791229648
2017,35-39,men,4,209408,1812470,210674.289472378
2017,35-39,men,5,190847,1812470,192001.051167743
2017,35-39,men,6,182374,1812470,183476.814965213
2017,35-39,men,7,166983,1812470,167992.745639928
2017,35-39,men,8,162323,1812470,163304.566635586
2017,35-39,men,9,150891,1812470,151803.437369998
2017,35-39,men,10 least deprived,129047,1812470,129827.346775395
2017,40-44,men,1 most deprived,168446,1711370,170386.204369599
2017,40-44,men,2,178343,1711370,180397.200562123
2017,40-44,men,3,182507,1711370,184609.162585531
2017,40-44,men,4,181416,1711370,183505.596166814
2017,40-44,men,5,171753,1711370,173731.295246498
2017,40-44,men,6,173418,1711370,175415.473144907
2017,40-44,men,7,165785,1711370,167694.554286916
2017,40-44,men,8,166485,1711370,168402.617067028
2017,40-44,men,9,163838,1711370,165725.128239948
2017,40-44,men,10 least deprived,159379,1711370,161214.768330636
2017,45-49,men,1 most deprived,175614,1903811,177441.80297519
2017,45-49,men,2,185036,1903811,186961.867819862
2017,45-49,men,3,188202,1903811,190160.819772551
2017,45-49,men,4,190536,1903811,192519.112210193
2017,45-49,men,5,188928,1903811,190894.376032075
2017,45-49,men,6,193674,1903811,195689.772736895
2017,45-49,men,7,192476,1903811,194479.303867873
2017,45-49,men,8,195090,1903811,197120.510565387
2017,45-49,men,9,197075,1903811,199126.170586261
2017,45-49,men,10 least deprived,197180,1903811,199232.263433713
2017,50-54,men,1 most deprived,169364,1927901,170209.370053753
2017,50-54,men,2,176815,1927901,177697.561264816
2017,50-54,men,3,182027,1927901,182935.576644236
2017,50-54,men,4,188916,1927901,189858.962666651
2017,50-54,men,5,192787,1927901,193749.284526539
2017,50-54,men,6,200130,1927901,201128.936662204
2017,50-54,men,7,201883,1927901,202890.686654553
2017,50-54,men,8,202601,1927901,203612.270507666
2017,50-54,men,9,205465,1927901,206490.565988606
2017,50-54,men,10 least deprived,207913,1927901,208950.785030974
2017,55-59,men,1 most deprived,148743,1719456,149208.401464184
2017,55-59,men,2,152956,1719456,153434.583505481
2017,55-59,men,3,158870,1719456,159367.087799862
2017,55-59,men,4,166686,1719456,167207.543255541
