year,age,sex,pops
13,34,men,359795
13,34,women,361978
13,35,men,336736
13,35,women,337523
13,36,men,331847
13,36,women,331710
13,37,men,336166
13,37,women,338607
13,38,men,342451
13,38,women,345520
13,39,men,347005
13,39,women,351422
13,40,men,361888
13,40,women,366003
13,41,men,376359
13,41,women,381057
13,42,men,386599
13,42,women,396156
13,43,men,377806
13,43,women,386110
13,44,men,386284
13,44,women,395608
13,45,men,385881
13,45,women,394672
13,46,men,392085
13,46,women,398428
13,47,men,390065
13,47,women,400531
13,48,men,392183
13,48,women,402043
13,49,men,388439
13,49,women,397596
13,50,men,380569
13,50,women,388904
13,51,men,372869
13,51,women,379614
13,52,men,360454
13,52,women,365801
13,53,men,345814
13,53,women,351330
13,54,men,337718
13,54,women,343333
13,55,men,330037
13,55,women,335175
13,56,men,316658
13,56,women,323215
13,57,men,305912
13,57,women,311578
13,58,men,293831
13,58,women,301163
13,59,men,294178
13,59,women,303044
13,60,men,290784
13,60,women,298802
13,61,men,281556
13,61,women,292183
13,62,men,283450
13,62,women,294299
13,63,men,287874
13,63,women,301906
13,64,men,296004
13,64,women,309369
13,65,men,312259
13,65,women,327979
13,66,men,339949
13,66,women,356018
13,67,men,260748
13,67,women,275637
13,68,men,252630
13,68,women,268264
13,69,men,251620
13,69,women,267711
13,70,men,232054
13,70,women,250509
13,71,men,205576
13,71,women,225320
13,72,men,183306
13,72,women,204078
13,73,men,190089
13,73,women,212823
13,74,men,187099
13,74,women,212138
13,75,men,181105
13,75,women,206519
13,76,men,169965
13,76,women,197508
13,77,men,159533
13,77,women,189132
13,78,men,149734
13,78,women,180571
13,79,men,136178
13,79,women,168807
13,80,men,127139
13,80,women,162164
13,81,men,121203
13,81,women,159132
13,82,men,111094
13,82,women,152834
13,83,men,99979
13,83,women,144044
13,84,men,87622
13,84,women,130733
13,85,men,76034
13,85,women,118616
13,86,men,67513
13,86,women,108533
13,87,men,58108
13,87,women,99300
13,88,men,48584
13,88,women,88743
13,89,men,40233
13,89,women,78930
13,90,men,33694
13,90,women,70231
13,91,men,27535
13,91,women,61541
13,92,men,22306
13,92,women,53791
13,93,men,17267
13,93,women,45541
13,94,men,8209
13,94,women,23570
13,95,men,5579
13,95,women,17650
13,96,men,4199
13,96,women,14670
13,97,men,2999
13,97,women,11440
13,98,men,2050
13,98,women,8590
13,99,men,2880
13,99,women,15260
14,30,men,363171
14,30,women,373731
14,31,men,366235
14,31,women,377893
14,32,men,366873
14,32,women,377042
14,33,men,371036
14,33,women,380080
14,34,men,373956
14,34,women,380485
14,35,men,361057
14,35,women,364473
14,36,men,337929
14,36,women,339556
14,37,men,332652
14,37,women,333411
14,38,men,337257
14,38,women,340286
14,39,men,343551
14,39,women,347328
14,40,men,347852
14,40,women,352892
14,41,men,362565
14,41,women,367283
14,42,men,376877
14,42,women,382203
14,43,men,387779
14,43,women,397615
14,44,men,378613
14,44,women,387309
14,45,men,387145
14,45,women,396796
14,46,men,386510
14,46,women,395795
14,47,men,392539
14,47,women,399264
14,48,men,390280
14,48,women,401033
14,49,men,392203
14,49,women,402448
14,50,men,388224
14,50,women,397814
14,51,men,380234
14,51,women,388819
14,52,men,372266
14,52,women,379571
14,53,men,359838
14,53,women,365487
14,54,men,345206
14,54,women,350883
14,55,men,336859
14,55,women,342715
14,56,men,328895
14,56,women,334367
14,57,men,315255
14,57,women,322392
14,58,men,304367
14,58,women,310570
14,59,men,292110
14,59,women,300051
14,60,men,292126
14,60,women,301793
14,61,men,288506
14,61,women,297318
14,62,men,279063
14,62,women,290662
14,63,men,280842
14,63,women,292606
14,64,men,284850
14,64,women,299898
14,65,men,292474
14,65,women,307138
14,66,men,308485
14,66,women,325549
14,67,men,335507
14,67,women,353133
14,68,men,256879
14,68,women,272984
14,69,men,248501
14,69,women,265493
14,70,men,247192
14,70,women,264611
14,71,men,227466
14,71,women,247334
14,72,men,201014
14,72,women,222024
14,73,men,178869
14,73,women,200732
14,74,men,185064
14,74,women,209057
14,75,men,181614
14,75,women,207894
14,76,men,175283
14,76,women,202063
14,77,men,163849
14,77,women,192680
14,78,men,153027
14,78,women,184010
14,79,men,142966
14,79,women,175000
14,80,men,129247
14,80,women,162883
14,81,men,119974
14,81,women,155616
14,82,men,113495
14,82,women,151875
14,83,men,102934
14,83,women,144645
14,84,men,91886
14,84,women,135594
14,85,men,79697
14,85,women,121979
14,86,men,68488
14,86,women,109675
14,87,men,59959
14,87,women,99136
14,88,men,50761
14,88,women,89783
14,89,men,41796
14,89,women,79135
14,90,men,34777
14,90,women,70024
14,91,men,27968
14,91,women,60823
14,92,men,22368
14,92,women,52393
14,93,men,17669
14,93,women,44842
14,94,men,13339
14,94,women,37272
14,95,men,6139
14,95,women,18761
14,96,men,4050
14,96,women,13621
14,97,men,2980
14,97,women,11131
14,98,men,2050
14,98,women,8400
14,99,men,3150
14,99,women,16260
15,30,men,374267
15,30,women,385303
15,31,men,365643
15,31,women,377709
15,32,men,367860
15,32,women,380125
15,33,men,368363
15,33,women,378992
15,34,men,372828
15,34,women,382624
15,35,men,375789
15,35,women,383051
15,36,men,362674
15,36,women,366656
15,37,men,338918
15,37,women,341275
15,38,men,333596
15,38,women,335048
15,39,men,338400
15,39,women,341854
15,40,men,344618
15,40,women,348905
15,41,men,348680
15,41,women,354209
15,42,men,363376
15,42,women,368394
15,43,men,377753
15,43,women,383334
15,44,men,388684
15,44,women,398755
15,45,men,379455
15,45,women,388443
15,46,men,387844
15,46,women,397841
15,47,men,387267
15,47,women,396776
15,48,men,392909
15,48,women,399993
15,49,men,390343
15,49,women,401398
15,50,men,392138
15,50,women,402687
15,51,men,387965
15,51,women,397780
15,52,men,379710
15,52,women,388589
15,53,men,371527
15,53,women,379381
15,54,men,359200
15,54,women,365000
15,55,men,344437
15,55,women,350309
15,56,men,335766
15,56,women,341960
15,57,men,327491
15,57,women,333437
15,58,men,313735
15,58,women,321317
15,59,men,302646
15,59,women,309342
15,60,men,290082
15,60,women,298682
15,61,men,289907
15,61,women,300404
15,62,men,286023
15,62,women,295645
15,63,men,276363
15,63,women,288958
15,64,men,277844
15,64,women,290693
15,65,men,281412
15,65,women,297724
15,66,men,288714
15,66,women,304594
15,67,men,304147
15,67,women,322794
15,68,men,330643
15,68,women,349835
15,69,men,252596
15,69,women,269968
15,70,men,244058
15,70,women,262338
15,71,men,242269
15,71,women,261142
15,72,men,222387
15,72,women,243616
15,73,men,196201
15,73,women,218397
15,74,men,173798
15,74,women,196949
15,75,men,179239
15,75,women,204748
15,76,men,175417
15,76,women,202996
15,77,men,168688
15,77,women,196799
15,78,men,156980
15,78,women,186984
15,79,men,145707
15,79,women,177983
15,80,men,135310
15,80,women,168189
15,81,men,121539
15,81,women,155800
15,82,men,111911
15,82,women,147999
15,83,men,104778
15,83,women,143325
15,84,men,94084
15,84,women,135063
15,85,men,82887
15,85,women,125663
15,86,men,70985
15,86,women,111750
15,87,men,60074
15,87,women,99337
15,88,men,51819
15,88,women,88484
15,89,men,43099
15,89,women,78938
15,90,men,35897
15,90,women,69100
15,91,men,28228
15,91,women,59330
15,92,men,22188
15,92,women,50450
15,93,men,17299
15,93,women,42440
15,94,men,13209
15,94,women,35520
15,95,men,9809
15,95,women,28670
15,96,men,4270
15,96,women,13930
15,97,men,2750
15,97,women,9780
15,98,men,1910
15,98,women,7720
15,99,men,3060
15,99,women,15620
16,30,men,373481
16,30,women,388628
16,31,men,377446
16,31,women,390450
16,32,men,367454
16,32,women,380816
16,33,men,369564
16,33,women,382822
16,34,men,370238
16,34,women,381677
16,35,men,374615
16,35,women,385386
16,36,men,377371
16,36,women,385579
16,37,men,363639
16,37,women,368703
16,38,men,339790
16,38,women,343197
16,39,men,334198
16,39,women,336734
16,40,men,339046
16,40,women,343532
16,41,men,345347
16,41,women,350533
16,42,men,349396
16,42,women,355582
16,43,men,364182
16,43,women,369725
16,44,men,378158
16,44,women,384377
16,45,men,389315
16,45,women,399998
16,46,men,379948
16,46,women,389587
16,47,men,388448
16,47,women,398788
16,48,men,387739
16,48,women,397705
16,49,men,392945
16,49,women,400653
16,50,men,390265
16,50,women,401743
16,51,men,391763
16,51,women,402790
16,52,men,387405
16,52,women,397549
16,53,men,378922
16,53,women,388334
16,54,men,370590
16,54,women,379073
16,55,men,358218
16,55,women,364343
16,56,men,343271
16,56,women,349507
16,57,men,334426
16,57,women,341055
16,58,men,325862
16,58,women,332278
16,59,men,311926
16,59,women,320098
16,60,men,300651
16,60,women,307940
16,61,men,287819
16,61,women,297247
16,62,men,287415
16,62,women,298819
16,63,men,283265
16,63,women,293860
16,64,men,273371
16,64,women,287030
16,65,men,274586
16,65,women,288611
16,66,men,277841
16,66,women,295291
16,67,men,284676
16,67,women,302021
16,68,men,299572
16,68,women,319783
16,69,men,325269
16,69,women,346203
16,70,men,248043
16,70,women,266826
16,71,men,239162
16,71,women,258963
16,72,men,237134
16,72,women,257384
16,73,men,216962
16,73,women,239593
16,74,men,190979
16,74,women,214475
16,75,men,168454
16,75,women,192885
16,76,men,173260
16,76,women,200110
16,77,men,168900
16,77,women,197961
16,78,men,161618
16,78,women,191330
16,79,men,149953
16,79,women,181168
16,80,men,138252
16,80,women,171664
16,81,men,127483
16,81,women,161336
16,82,men,113703
16,82,women,148477
16,83,men,103724
16,83,women,140134
16,84,men,96315
16,84,women,134622
16,85,men,85273
16,85,women,125636
16,86,men,74180
16,86,women,115696
16,87,men,62807
16,87,women,101682
16,88,men,52350
16,88,women,89192
16,89,men,44343
16,89,women,78456
16,90,men,37449
16,90,women,69838
16,91,men,29559
16,91,women,59259
16,92,men,22599
16,92,women,49929
16,93,men,17379
16,93,women,41549
16,94,men,13220
16,94,women,34339
16,95,men,9790
16,95,women,27969
16,96,men,7000
16,96,women,21869
16,97,men,2950
16,97,women,10310
16,98,men,1840
16,98,women,7060
16,99,men,3030
16,99,women,15340
17,30,men,367289
17,30,women,392404
17,31,men,375052
17,31,women,392203
17,32,men,377739
17,32,women,392393
17,33,men,367398
17,33,women,382317
17,34,men,369591
17,34,women,384185
17,35,men,370138
17,35,women,382640
17,36,men,374396
17,36,women,386610
17,37,men,376733
17,37,women,386699
17,38,men,363046
17,38,women,369863
17,39,men,339117
17,39,women,343980
17,40,men,333408
17,40,women,337516
17,41,men,338695
17,41,women,344368
17,42,men,345254
17,42,women,351383
17,43,men,349623
17,43,women,356435
17,44,men,364102
17,44,women,370310
17,45,men,377910
17,45,women,385038
17,46,men,389455
17,46,women,400664
17,47,men,379931
17,47,women,390285
17,48,men,388580
17,48,women,399329
17,49,men,387750
17,49,women,398282
17,50,men,392554
17,50,women,400808
17,51,men,389684
17,51,women,401541
17,52,men,391032
17,52,women,402385
17,53,men,386427
17,53,women,397150
17,54,men,377827
17,54,women,387700
17,55,men,369314
17,55,women,378418
17,56,men,356902
17,56,women,363368
17,57,men,341950
17,57,women,348549
17,58,men,332743
17,58,women,339983
17,59,men,323927
17,59,women,330975
17,60,men,309718
17,60,women,318603
17,61,men,298373
17,61,women,306376
17,62,men,285212
17,62,women,295623
17,63,men,284622
17,63,women,297000
17,64,men,280246
17,64,women,291848
17,65,men,270014
17,65,women,284953
17,66,men,271117
17,66,women,286402
17,67,men,273888
17,67,women,292686
17,68,men,280393
17,68,women,299172
17,69,men,294680
17,69,women,316507
17,70,men,319650
17,70,women,342274
17,71,men,243094
17,71,women,263519
17,72,men,233900
17,72,women,255087
17,73,men,231445
17,73,women,253158
17,74,men,211121
17,74,women,235296
17,75,men,185188
17,75,women,210146
17,76,men,162834
17,76,women,188516
17,77,men,166899
17,77,women,195007
17,78,men,161992
17,78,women,192335
17,79,men,154238
17,79,women,185296
17,80,men,142219
17,80,women,174661
17,81,men,130312
17,81,women,164623
17,82,men,119253
17,82,women,153746
17,83,men,105520
17,83,women,140672
17,84,men,95349
17,84,women,131567
17,85,men,87344
17,85,women,125246
17,86,men,76489
17,86,women,115597
17,87,men,65475
17,87,women,105120
17,88,men,54548
17,88,women,91245
17,89,men,44824
17,89,women,78802
17,90,men,38466
17,90,women,69690
17,91,men,30457
17,91,women,59370
17,92,men,23637
17,92,women,49480
17,93,men,17608
17,93,women,40650
17,94,men,13149
17,94,women,33170
17,95,men,9589
17,95,women,26590
17,96,men,6959
17,96,women,20990
17,97,men,4859
17,97,women,16010
17,98,men,2000
17,98,women,7220
17,99,men,2900
17,99,women,14410
18,30,men,376732
18,30,women,401501
18,31,men,370725
18,31,women,396901
18,32,men,375901
18,32,women,394664
18,33,men,378160
18,33,women,394394
18,34,men,367762
18,34,women,384164
18,35,men,369653
18,35,women,385556
18,36,men,369937
18,36,women,383554
18,37,men,373706
18,37,women,387494
18,38,men,376092
18,38,women,387929
18,39,men,362254
18,39,women,370849
18,40,men,338081
18,40,women,344907
18,41,men,332602
18,41,women,338213
18,42,men,338339
18,42,women,345087
18,43,men,345183
18,43,women,352413
18,44,men,349447
18,44,women,357025
18,45,men,363822
18,45,women,370951
18,46,men,377417
18,46,women,385481
18,47,men,389380
18,47,women,401326
18,48,men,379878
18,48,women,390760
18,49,men,388479
18,49,women,399732
18,50,men,387584
18,50,women,398687
18,51,men,392017
18,51,women,400765
18,52,men,388842
18,52,women,401180
18,53,men,390007
18,53,women,401972
18,54,men,385303
18,54,women,396517
18,55,men,376492
18,55,women,386816
18,56,men,367660
18,56,women,377501
18,57,men,355235
18,57,women,362220
18,58,men,340221
18,58,women,347288
18,59,men,330792
18,59,women,338767
18,60,men,321701
18,60,women,329466
18,61,men,307230
18,61,women,317053
18,62,men,295759
18,62,women,304551
18,63,men,282501
18,63,women,293873
18,64,men,281570
18,64,women,295037
18,65,men,276760
18,65,women,289518
18,66,men,266555
18,66,women,282784
18,67,men,267353
18,67,women,283965
18,68,men,269698
18,68,women,289755
18,69,men,275597
18,69,women,296020
18,70,men,289309
18,70,women,312841
18,71,men,313426
18,71,women,338069
18,72,men,237686
18,72,women,259642
18,73,men,228274
18,73,women,250946
18,74,men,225270
18,74,women,248651
18,75,men,204634
18,75,women,230538
18,76,men,178990
18,76,women,205413
18,77,men,156779
18,77,women,183600
18,78,men,160022
18,78,women,189438
18,79,men,154720
18,79,women,186002
18,80,men,146274
18,80,women,178634
18,81,men,133958
18,81,women,167485
18,82,men,121795
18,82,women,156825
18,83,men,110650
18,83,women,145543
18,84,men,96818
18,84,women,132100
18,85,men,86706
18,85,women,122437
18,86,men,78272
18,86,women,115183
18,87,men,67154
18,87,women,104898
18,88,men,56709
18,88,women,94083
18,89,men,46266
18,89,women,80359
18,90,men,38832
18,90,women,69733
18,91,men,31244
18,91,women,59164
18,92,men,24165
18,92,women,49365
18,93,men,18196
18,93,women,39996
18,94,men,13317
18,94,women,32177
18,95,men,9628
18,95,women,25468
18,96,men,6699
18,96,women,19868
18,97,men,4639
18,97,women,15149
18,98,men,3169
18,98,women,11129
18,99,men,2890
18,99,women,13530
19,30,men,376734
19,30,women,399510
19,31,men,381505
19,31,women,407059
19,32,men,373513
19,32,women,400941
19,33,men,376961
19,33,women,397518
19,34,men,378691
19,34,women,396947
19,35,men,367665
19,35,women,386023
19,36,men,369147
19,36,women,386771
19,37,men,369195
19,37,women,384211
19,38,men,372800
19,38,women,388446
19,39,men,375321
19,39,women,388992
19,40,men,361219
19,40,women,371773
19,41,men,337442
19,41,women,345507
19,42,men,331744
19,42,women,338579
19,43,men,338118
19,43,women,345653
19,44,men,344837
19,44,women,352974
19,45,men,349140
19,45,women,357237
19,46,men,363244
19,46,women,371075
19,47,men,376925
19,47,women,385459
19,48,men,388835
19,48,women,401250
19,49,men,379448
19,49,women,390588
19,50,men,387904
19,50,women,399398
19,51,men,386889
19,51,women,398234
19,52,men,390788
19,52,women,400002
19,53,men,387458
19,53,women,400217
19,54,men,388410
19,54,women,400710
19,55,men,383301
19,55,women,395139
19,56,men,374331
19,56,women,385401
19,57,men,365555
19,57,women,376022
19,58,men,353049
19,58,women,360602
19,59,men,337965
19,59,women,345609
19,60,men,328383
19,60,women,336991
19,61,men,319142
19,61,women,327538
19,62,men,304458
19,62,women,315003
19,63,men,292792
19,63,women,302344
19,64,men,279357
19,64,women,291778
19,65,men,278241
19,65,women,292853
19,66,men,273130
19,66,women,287171
19,67,men,262801
19,67,women,280270
19,68,men,263362
19,68,women,281270
19,69,men,265074
19,69,women,286593
19,70,men,270635
19,70,women,292615
19,71,men,283687
19,71,women,309040
19,72,men,306957
19,72,women,333524
19,73,men,232137
19,73,women,255634
19,74,men,222430
19,74,women,246619
19,75,men,218906
19,75,women,243950
19,76,men,198105
19,76,women,225626
19,77,men,172850
19,77,women,200610
19,78,men,150641
19,78,women,178574
19,79,men,152999
19,79,women,183713
19,80,men,147227
19,80,women,179711
19,81,men,138463
19,81,women,171795
19,82,men,125938
19,82,women,160132
19,83,men,113469
19,83,women,148964
19,84,men,102259
19,84,women,137225
19,85,men,88441
19,85,women,123640
19,86,men,78406
19,86,women,113482
19,87,men,69814
19,87,women,105624
19,88,men,58742
19,88,women,94721
19,89,men,48693
19,89,women,83682
19,90,men,40359
19,90,women,71830
19,91,men,32079
19,91,women,60080
19,92,men,25359
19,92,women,50010
19,93,men,19079
19,93,women,40920
19,94,men,14080
19,94,women,32490
19,95,men,9890
19,95,women,25490
19,96,men,7030
19,96,women,19680
19,97,men,4680
19,97,women,14900
19,98,men,3190
19,98,women,11090
19,99,men,3900
19,99,women,16640
20,30,men,379980
20,30,women,404431
20,31,men,378802
20,31,women,404145
20,32,men,383058
20,32,women,410834
20,33,men,374136
20,33,women,403391
20,34,men,376267
20,34,women,399577
20,35,men,377103
20,35,women,398060
20,36,men,365740
20,36,women,386766
20,37,men,367174
20,37,women,387104
20,38,men,366947
20,38,women,384347
20,39,men,370750
20,39,women,388791
20,40,men,373193
20,40,women,389331
20,41,men,359349
20,41,women,372125
20,42,men,335705
20,42,women,345580
20,43,men,330118
20,43,women,338502
20,44,men,336833
20,44,women,345563
20,45,men,343709
20,45,women,352572
20,46,men,347941
20,46,women,356803
20,47,men,361926
20,47,women,370427
20,48,men,375571
20,48,women,384649
20,49,men,387405
20,49,women,400465
20,50,men,378086
20,50,women,389915
20,51,men,386392
20,51,women,398405
20,52,men,385309
20,52,women,397135
20,53,men,388822
20,53,women,398719
20,54,men,385245
20,54,women,398604
20,55,men,385929
20,55,women,399251
20,56,men,380620
20,56,women,393301
20,57,men,371454
20,57,women,383468
20,58,men,362482
20,58,women,374293
20,59,men,350170
20,59,women,358685
20,60,men,335093
20,60,women,343649
20,61,men,325295
20,61,women,334945
20,62,men,315841
20,62,women,325325
20,63,men,301104
20,63,women,312772
20,64,men,289241
20,64,women,299986
20,65,men,275677
20,65,women,289500
20,66,men,274250
20,66,women,290374
20,67,men,268789
20,67,women,284452
20,68,men,258445
20,68,women,277343
20,69,men,258561
