year,age,sex,dimd,pop_size
2007,72,women,9,22603
2007,72,women,10 least deprived,22976
2007,73,men,1 most deprived,13916
2007,73,men,2,13923
2007,73,men,3,14964
2007,73,men,4,16091
2007,73,men,5,17829
2007,73,men,6,18523
2007,73,men,7,19156
2007,73,men,8,19169
2007,73,men,9,19135
2007,73,men,10 least deprived,19630
2007,73,women,1 most deprived,16874
2007,73,women,2,16835
2007,73,women,3,17723
2007,73,women,4,18959
2007,73,women,5,20596
2007,73,women,6,21098
2007,73,women,7,21541
2007,73,women,8,21408
2007,73,women,9,21669
2007,73,women,10 least deprived,21628
2007,74,men,1 most deprived,13522
2007,74,men,2,13357
2007,74,men,3,14327
2007,74,men,4,15627
2007,74,men,5,16974
2007,74,men,6,18165
2007,74,men,7,18415
2007,74,men,8,18353
2007,74,men,9,18533
2007,74,men,10 least deprived,19054
2007,74,women,1 most deprived,16510
2007,74,women,2,16845
2007,74,women,3,17758
2007,74,women,4,18846
2007,74,women,5,20269
2007,74,women,6,20900
2007,74,women,7,21272
2007,74,women,8,20937
2007,74,women,9,20862
2007,74,women,10 least deprived,20814
2007,75,men,1 most deprived,13160
2007,75,men,2,13178
2007,75,men,3,13955
2007,75,men,4,15439
2007,75,men,5,16939
2007,75,men,6,17603
2007,75,men,7,18162
2007,75,men,8,17782
2007,75,men,9,18328
2007,75,men,10 least deprived,18269
2007,75,women,1 most deprived,16791
2007,75,women,2,17174
2007,75,women,3,17800
2007,75,women,4,18835
2007,75,women,5,20356
2007,75,women,6,20863
2007,75,women,7,20849
2007,75,women,8,20807
2007,75,women,9,20921
2007,75,women,10 least deprived,20748
2007,76,men,1 most deprived,12563
2007,76,men,2,12777
2007,76,men,3,13612
2007,76,men,4,14652
2007,76,men,5,15932
2007,76,men,6,16646
2007,76,men,7,17197
2007,76,men,8,17507
2007,76,men,9,17332
2007,76,men,10 least deprived,17666
2007,76,women,1 most deprived,16407
2007,76,women,2,17204
2007,76,women,3,17894
2007,76,women,4,19114
2007,76,women,5,20057
2007,76,women,6,20588
2007,76,women,7,20761
2007,76,women,8,20256
2007,76,women,9,20784
2007,76,women,10 least deprived,20674
2007,77,men,1 most deprived,11701
2007,77,men,2,12005
2007,77,men,3,12539
2007,77,men,4,13955
2007,77,men,5,14994
2007,77,men,6,15731
2007,77,men,7,16033
2007,77,men,8,16022
2007,77,men,9,16519
2007,77,men,10 least deprived,16516
2007,77,women,1 most deprived,16150
2007,77,women,2,16493
2007,77,women,3,17328
2007,77,women,4,18330
2007,77,women,5,19466
2007,77,women,6,19699
2007,77,women,7,20067
2007,77,women,8,20291
2007,77,women,9,19995
2007,77,women,10 least deprived,19960
2007,78,men,1 most deprived,10580
2007,78,men,2,10868
2007,78,men,3,11666
2007,78,men,4,12909
2007,78,men,5,13720
2007,78,men,6,14770
2007,78,men,7,14871
2007,78,men,8,14637
2007,78,men,9,15286
2007,78,men,10 least deprived,15248
2007,78,women,1 most deprived,14957
2007,78,women,2,15631
2007,78,women,3,16713
2007,78,women,4,17435
2007,78,women,5,18415
2007,78,women,6,19003
2007,78,women,7,18745
2007,78,women,8,18993
2007,78,women,9,18867
2007,78,women,10 least deprived,18610
2007,79,men,1 most deprived,9737
2007,79,men,2,10071
2007,79,men,3,10919
2007,79,men,4,11795
2007,79,men,5,12736
2007,79,men,6,13385
2007,79,men,7,13820
2007,79,men,8,13463
2007,79,men,9,13705
2007,79,men,10 least deprived,14139
2007,79,women,1 most deprived,14434
2007,79,women,2,14837
2007,79,women,3,15534
2007,79,women,4,16588
2007,79,women,5,17359
2007,79,women,6,17925
2007,79,women,7,17840
2007,79,women,8,17763
2007,79,women,9,17759
2007,79,women,10 least deprived,17568
2007,80,men,1 most deprived,9322
2007,80,men,2,9609
2007,80,men,3,10271
2007,80,men,4,11168
2007,80,men,5,12098
2007,80,men,6,12451
2007,80,men,7,12704
2007,80,men,8,12449
2007,80,men,9,12746
2007,80,men,10 least deprived,12858
2007,80,women,1 most deprived,13949
2007,80,women,2,14762
2007,80,women,3,15096
2007,80,women,4,16030
2007,80,women,5,16794
2007,80,women,6,17243
2007,80,women,7,17017
2007,80,women,8,16863
2007,80,women,9,17087
2007,80,women,10 least deprived,16489
2007,81,men,1 most deprived,8585
2007,81,men,2,8885
2007,81,men,3,9264
2007,81,men,4,10180
2007,81,men,5,11080
2007,81,men,6,11382
2007,81,men,7,11687
2007,81,men,8,11288
2007,81,men,9,11963
2007,81,men,10 least deprived,11885
2007,81,women,1 most deprived,13454
2007,81,women,2,14094
2007,81,women,3,14781
2007,81,women,4,15304
2007,81,women,5,16240
2007,81,women,6,16427
2007,81,women,7,16359
2007,81,women,8,16199
2007,81,women,9,16140
2007,81,women,10 least deprived,15703
2007,82,men,1 most deprived,7559
2007,82,men,2,7945
2007,82,men,3,8772
2007,82,men,4,9198
2007,82,men,5,9979
2007,82,men,6,10255
2007,82,men,7,10418
2007,82,men,8,10228
2007,82,men,9,10578
2007,82,men,10 least deprived,10450
2007,82,women,1 most deprived,12767
2007,82,women,2,13279
2007,82,women,3,13930
2007,82,women,4,14698
2007,82,women,5,15442
2007,82,women,6,15692
2007,82,women,7,15467
2007,82,women,8,15376
2007,82,women,9,14904
2007,82,women,10 least deprived,14691
2007,83,men,1 most deprived,6631
2007,83,men,2,7132
2007,83,men,3,7939
2007,83,men,4,8248
2007,83,men,5,8746
2007,83,men,6,9242
2007,83,men,7,9349
2007,83,men,8,9202
2007,83,men,9,9431
2007,83,men,10 least deprived,9445
2007,83,women,1 most deprived,12018
2007,83,women,2,12450
2007,83,women,3,13259
2007,83,women,4,13968
2007,83,women,5,14569
2007,83,women,6,14770
2007,83,women,7,14896
2007,83,women,8,14343
2007,83,women,9,14557
2007,83,women,10 least deprived,13874
2007,84,men,1 most deprived,5858
2007,84,men,2,6436
2007,84,men,3,7021
2007,84,men,4,7396
2007,84,men,5,8007
2007,84,men,6,8193
2007,84,men,7,8458
2007,84,men,8,8297
2007,84,men,9,8213
2007,84,men,10 least deprived,8483
2007,84,women,1 most deprived,10976
2007,84,women,2,11770
2007,84,women,3,12336
2007,84,women,4,13069
2007,84,women,5,14058
2007,84,women,6,14170
2007,84,women,7,14015
2007,84,women,8,13714
2007,84,women,9,13731
2007,84,women,10 least deprived,13186
2007,85,men,1 most deprived,5211
2007,85,men,2,6110
2007,85,men,3,6188
2007,85,men,4,6834
2007,85,men,5,7494
2007,85,men,6,7710
2007,85,men,7,7714
2007,85,men,8,7566
2007,85,men,9,7443
2007,85,men,10 least deprived,7658
2007,85,women,1 most deprived,10560
2007,85,women,2,11540
2007,85,women,3,12166
2007,85,women,4,12731
2007,85,women,5,13354
2007,85,women,6,13529
2007,85,women,7,13722
2007,85,women,8,13093
2007,85,women,9,12909
2007,85,women,10 least deprived,12195
2007,86,men,1 most deprived,4635
2007,86,men,2,5006
2007,86,men,3,5311
2007,86,men,4,5983
2007,86,men,5,6451
2007,86,men,6,7160
2007,86,men,7,6786
2007,86,men,8,6754
2007,86,men,9,6654
2007,86,men,10 least deprived,6801
2007,86,women,1 most deprived,9936
2007,86,women,2,10881
2007,86,women,3,11496
2007,86,women,4,12417
2007,86,women,5,13067
2007,86,women,6,13281
2007,86,women,7,13294
2007,86,women,8,12695
2007,86,women,9,12318
2007,86,women,10 least deprived,11635
2007,87,men,1 most deprived,3912
2007,87,men,2,4425
2007,87,men,3,4715
2007,87,men,4,5094
2007,87,men,5,5497
2007,87,men,6,5587
2007,87,men,7,5615
2007,87,men,8,5606
2007,87,men,9,5520
2007,87,men,10 least deprived,5418
2007,87,women,1 most deprived,8831
2007,87,women,2,9573
2007,87,women,3,10197
2007,87,women,4,10661
2007,87,women,5,11327
2007,87,women,6,11427
2007,87,women,7,11417
2007,87,women,8,10804
2007,87,women,9,10732
2007,87,women,10 least deprived,9735
2007,88,men,1 most deprived,2894
2007,88,men,2,3165
2007,88,men,3,3370
2007,88,men,4,3565
2007,88,men,5,3919
2007,88,men,6,4040
2007,88,men,7,4110
2007,88,men,8,3983
2007,88,men,9,3897
2007,88,men,10 least deprived,3799
2007,88,women,1 most deprived,6338
2007,88,women,2,6970
2007,88,women,3,7325
2007,88,women,4,7769
2007,88,women,5,8271
2007,88,women,6,8246
2007,88,women,7,8561
2007,88,women,8,8224
2007,88,women,9,7620
2007,88,women,10 least deprived,7125
2007,89,men,1 most deprived,1752
2007,89,men,2,1906
2007,89,men,3,2024
2007,89,men,4,2260
2007,89,men,5,2509
2007,89,men,6,2638
2007,89,men,7,2588
2007,89,men,8,2626
2007,89,men,9,2485
2007,89,men,10 least deprived,2530
2007,89,women,1 most deprived,4422
2007,89,women,2,4913
2007,89,women,3,5127
2007,89,women,4,5407
2007,89,women,5,5891
2007,89,women,6,6021
2007,89,women,7,6077
2007,89,women,8,5768
2007,89,women,9,5658
2007,89,women,10 least deprived,5085
2007,90,men,1 most deprived,1608.69642239935
2007,90,men,2,1803.18213255685
2007,90,men,3,1967.45400523557
2007,90,men,4,2215.51214991427
2007,90,men,5,2438.68831078692
2007,90,men,6,2568.4300834899
2007,90,men,7,2552.68842026566
2007,90,men,8,2601.43679670201
2007,90,men,9,2575.79311951414
2007,90,men,10 least deprived,2556.49688717475
2007,90,women,1 most deprived,4447.44750867635
2007,90,women,2,4808.49567578999
2007,90,women,3,5254.65548575641
2007,90,women,4,5585.1134047054
2007,90,women,5,6038.55660709194
2007,90,women,6,6186.72161861065
2007,90,women,7,6170.2819614337
2007,90,women,8,6002.97203269632
2007,90,women,9,5786.34313242813
2007,90,women,10 least deprived,5370.14927984751
2007,91,men,1 most deprived,1268.14321654951
2007,91,men,2,1421.45724809574
2007,91,men,3,1550.95356455841
2007,91,men,4,1746.49900688304
2007,91,men,5,1922.42986031534
2007,91,men,6,2024.70593096824
2007,91,men,7,2012.29670126084
2007,91,men,8,2050.72528358052
2007,91,men,9,2030.51024808945
2007,91,men,10 least deprived,2015.29893425457
2007,91,women,1 most deprived,3754.14499566698
2007,91,women,2,4058.91018224202
2007,91,women,3,4435.51915055148
2007,91,women,4,4714.46273342247
2007,91,women,5,5097.21970261386
2007,91,women,6,5222.28760626887
2007,91,women,7,5208.41068999254
2007,91,women,8,5067.18232687649
2007,91,women,9,4884.32321493146
2007,91,women,10 least deprived,4533.00887882189
2007,92,men,1 most deprived,986.523285427879
2007,92,men,2,1105.79046292751
2007,92,men,3,1206.52918857015
2007,92,men,4,1358.64933532882
2007,92,men,5,1495.51075702879
2007,92,men,6,1575.07410912058
2007,92,men,7,1565.42063000181
2007,92,men,8,1595.31527501477
2007,92,men,9,1579.58944612775
2007,92,men,10 least deprived,1567.75614914345
2007,92,women,1 most deprived,3148.15145037897
2007,92,women,2,3403.72148436772
2007,92,women,3,3719.53828717572
2007,92,women,4,3953.45483701673
2007,92,women,5,4274.42723128845
2007,92,women,6,4379.30669192244
2007,92,women,7,4367.6697854757
2007,92,women,8,4249.23848442271
2007,92,women,9,4095.89646402947
2007,92,women,10 least deprived,3801.29123752947
2007,93,men,1 most deprived,758.940523316941
2007,93,men,2,850.693749462891
2007,93,men,3,928.192884340746
2007,93,men,4,1045.22017147468
2007,93,men,5,1150.50879521135
2007,93,men,6,1211.71754006851
2007,93,men,7,1204.29103873555
2007,93,men,8,1227.28923641182
2007,93,men,9,1215.19122617586
2007,93,men,10 least deprived,1206.08777292901
2007,93,women,1 most deprived,2632.31297175598
2007,93,women,2,2846.00673022486
2007,93,women,3,3110.07555913393
2007,93,women,4,3305.66385218787
2007,93,women,5,3574.04350619575
2007,93,women,6,3661.73800534838
2007,93,women,7,3652.00785726825
2007,93,women,8,3552.98204642734
2007,93,women,9,3424.76579134601
2007,93,women,10 least deprived,3178.4329285577
2007,94,men,1 most deprived,578.61014223961
2007,94,men,2,648.562062844975
2007,94,men,3,707.646779074304
2007,94,men,4,796.86744021195
2007,94,men,5,877.138638922277
2007,94,men,6,923.803693007576
2007,94,men,7,918.14178820662
2007,94,men,8,935.67542888055
2007,94,men,9,926.452003317701
2007,94,men,10 least deprived,919.51160388427
2007,94,women,1 most deprived,2202.67149336597
2007,94,women,2,2381.48653365185
2007,94,women,3,2602.45451427026
2007,94,women,4,2766.11923125815
2007,94,women,5,2990.69443170942
2007,94,women,6,3064.0755894521
2007,94,women,7,3055.93357897223
2007,94,women,8,2973.07058624032
2007,94,women,9,2865.78156206879
2007,94,women,10 least deprived,2659.65471447699
2007,95,men,1 most deprived,437.937164159041
2007,95,men,2,490.88221904317
2007,95,men,3,535.602128325197
2007,95,men,4,603.131264907178
2007,95,men,5,663.886752169778
2007,95,men,6,699.2064950494
2007,95,men,7,694.921125071834
2007,95,men,8,708.191948228171
2007,95,men,9,701.210942296973
2007,95,men,10 least deprived,695.95790813092
2007,95,women,1 most deprived,1850.4237074693
2007,95,women,2,2000.64292572025
2007,95,women,3,2186.2740519047
2007,95,women,4,2323.76576290326
2007,95,women,5,2512.42724795734
2007,95,women,6,2574.07340553352
2007,95,women,7,2567.23345265639
2007,95,women,8,2497.62178033721
2007,95,women,9,2407.49024938664
2007,95,women,10 least deprived,2234.32688540861
2007,96,men,1 most deprived,320.073516543734
2007,96,men,2,358.769273120836
2007,96,men,3,391.45354793204
2007,96,men,4,440.808318396566
2007,96,men,5,485.212456818591
2007,96,men,6,511.026466754489
2007,96,men,7,507.894434237804
2007,96,men,8,517.593631708827
2007,96,men,9,512.491449705841
2007,96,men,10 least deprived,508.652184040228
2007,96,women,1 most deprived,1499.8023115573
2007,96,women,2,1621.55773971339
2007,96,women,3,1772.01516793624
2007,96,women,4,1883.45471831772
2007,96,women,5,2036.36830791548
2007,96,women,6,2086.33364788501
2007,96,women,7,2080.78974078165
2007,96,women,8,2024.36820519809
2007,96,women,9,1951.31494830444
2007,96,women,10 least deprived,1810.96286973834
2007,97,men,1 most deprived,208.595310508237
2007,97,men,2,233.813746090514
2007,97,men,3,255.114435152829
2007,97,men,4,287.279463304115
2007,97,men,5,316.218111968374
2007,97,men,6,333.041376436447
2007,97,men,7,331.000197577307
2007,97,men,8,337.321267592708
2007,97,men,9,333.99612138669
2007,97,men,10 least deprived,331.494031172261
2007,97,women,1 most deprived,1045.00350157229
2007,97,women,2,1129.83791459998
2007,97,women,3,1234.67075698118
2007,97,women,4,1312.31747046129
2007,97,women,5,1418.86166987763
2007,97,women,6,1453.67556156392
2007,97,women,7,1449.81278425603
2007,97,women,8,1410.50046836308
2007,97,women,9,1359.59982054647
2007,97,women,10 least deprived,1261.80798996699
2007,98,men,1 most deprived,111.348522602786
2007,98,men,2,124.81016532907
2007,98,men,3,136.180508467328
2007,98,men,4,153.350253824481
2007,98,men,5,168.797752462083
2007,98,men,6,177.778038928312
2007,98,men,7,176.688454269004
2007,98,men,8,180.062651923634
2007,98,men,9,178.28768336573
2007,98,men,10 least deprived,176.952063460772
2007,98,women,1 most deprived,553.423703561591
2007,98,women,2,598.351184643352
2007,98,women,3,653.869639651589
2007,98,women,4,694.990584872242
2007,98,women,5,751.415357942651
2007,98,women,6,769.852456807328
2007,98,women,7,767.806767467005
2007,98,women,8,746.987346838914
2007,98,women,9,720.030858189857
2007,98,women,10 least deprived,668.241254637398
2007,99,men,1 most deprived,44.7195840800206
2007,99,men,2,50.1260236957555
2007,99,men,3,54.6925595069571
2007,99,men,4,61.5882403223265
2007,99,men,5,67.7922356516098
2007,99,men,6,71.398881400488
2007,99,men,7,70.9612844603109
2007,99,men,8,72.3164233718268
2007,99,men,9,71.6035638402481
2007,99,men,10 least deprived,71.0671546877735
2007,99,women,1 most deprived,196.965173057448
2007,99,women,2,212.9549997117
2007,99,women,3,232.714186078684
2007,99,women,4,247.349255085573
2007,99,women,5,267.431002797167
2007,99,women,6,273.992822150381
2007,99,women,7,273.264755115404
2007,99,women,8,265.855060227784
2007,99,women,9,256.261164235234
2007,99,women,10 least deprived,237.82908740036
2007,100,men,1 most deprived,12.4123121729381
2007,100,men,2,13.9129168327347
2007,100,men,3,15.1803988365054
2007,100,men,4,17.0943554326167
2007,100,men,5,18.8163286649421
2007,100,men,6,19.8173847761119
2007,100,men,7,19.6959259133085
2007,100,men,8,20.0720565852158
2007,100,men,9,19.8741961796812
2007,100,men,10 least deprived,19.7253111220512
2007,100,women,1 most deprived,41.6531829380842
2007,100,women,2,45.034629335126
2007,100,women,3,49.2132005600583
2007,100,women,4,52.3081497695696
2007,100,women,5,56.5549346105807
2007,100,women,6,57.9425944576663
2007,100,women,7,57.7886265813744
2007,100,women,8,56.221662372025
2007,100,women,9,54.1927945337998
2007,100,women,10 least deprived,50.2948736150197
2008,0,men,1 most deprived,47295
2008,0,men,2,42366
2008,0,men,3,39236
2008,0,men,4,35495
2008,0,men,5,32054
2008,0,men,6,30960
2008,0,men,7,29617
2008,0,men,8,29122
2008,0,men,9,28832
2008,0,men,10 least deprived,26904
2008,0,women,1 most deprived,45002
2008,0,women,2,41039
2008,0,women,3,37073
2008,0,women,4,33711
2008,0,women,5,30724
2008,0,women,6,30075
2008,0,women,7,27968
2008,0,women,8,27341
2008,0,women,9,27082
2008,0,women,10 least deprived,25944
2008,1,men,1 most deprived,45186
2008,1,men,2,40410
2008,1,men,3,36870
2008,1,men,4,33193
2008,1,men,5,30530
2008,1,men,6,29931
2008,1,men,7,28352
2008,1,men,8,28656
2008,1,men,9,28297
2008,1,men,10 least deprived,27948
2008,1,women,1 most deprived,42948
2008,1,women,2,38468
2008,1,women,3,34913
2008,1,women,4,31719
2008,1,women,5,29006
2008,1,women,6,28490
2008,1,women,7,27207
2008,1,women,8,27257
2008,1,women,9,26967
2008,1,women,10 least deprived,26620
2008,2,men,1 most deprived,43306
2008,2,men,2,38918
2008,2,men,3,35125
2008,2,men,4,31622
2008,2,men,5,29390
2008,2,men,6,28925
2008,2,men,7,28335
2008,2,men,8,28233
2008,2,men,9,28704
2008,2,men,10 least deprived,28392
2008,2,women,1 most deprived,41552
2008,2,women,2,37294
2008,2,women,3,33405
2008,2,women,4,30766
2008,2,women,5,28243
2008,2,women,6,27853
2008,2,women,7,26694
2008,2,women,8,27001
2008,2,women,9,27329
2008,2,women,10 least deprived,26943
2008,3,men,1 most deprived,41155
2008,3,men,2,36723
2008,3,men,3,33197
2008,3,men,4,30373
2008,3,men,5,28396
2008,3,men,6,28164
2008,3,men,7,27357
2008,3,men,8,27893
2008,3,men,9,28336
2008,3,men,10 least deprived,29034
2008,3,women,1 most deprived,39575
2008,3,women,2,35133
2008,3,women,3,31543
2008,3,women,4,28931
2008,3,women,5,26935
2008,3,women,6,26743
2008,3,women,7,26225
2008,3,women,8,26742
2008,3,women,9,26839
2008,3,women,10 least deprived,27815
2008,4,men,1 most deprived,39304
2008,4,men,2,35048
2008,4,men,3,31671
2008,4,men,4,29416
2008,4,men,5,28048
2008,4,men,6,27639
2008,4,men,7,27396
2008,4,men,8,28257
2008,4,men,9,28528
2008,4,men,10 least deprived,30175
2008,4,women,1 most deprived,37794
2008,4,women,2,33718
2008,4,women,3,29981
2008,4,women,4,28197
2008,4,women,5,26702
2008,4,women,6,26366
2008,4,women,7,26136
2008,4,women,8,26649
2008,4,women,9,27254
2008,4,women,10 least deprived,28479
2008,5,men,1 most deprived,37927
2008,5,men,2,34688
2008,5,men,3,30558
2008,5,men,4,27907
2008,5,men,5,27023
2008,5,men,6,26738
2008,5,men,7,26398
2008,5,men,8,27034
2008,5,men,9,28345
2008,5,men,10 least deprived,29673
2008,5,women,1 most deprived,35828
2008,5,women,2,32239
2008,5,women,3,29149
2008,5,women,4,26531
2008,5,women,5,25549
2008,5,women,6,25824
2008,5,women,7,25395
2008,5,women,8,25670
2008,5,women,9,26678
2008,5,women,10 least deprived,28275
2008,6,men,1 most deprived,36572
2008,6,men,2,33066
2008,6,men,3,29686
2008,6,men,4,27010
2008,6,men,5,26269
2008,6,men,6,26270
2008,6,men,7,26091
2008,6,men,8,26891
2008,6,men,9,27571
2008,6,men,10 least deprived,29595
2008,6,women,1 most deprived,34530
2008,6,women,2,31723
2008,6,women,3,27918
2008,6,women,4,26099
2008,6,women,5,25258
2008,6,women,6,25098
2008,6,women,7,25049
2008,6,women,8,25373
2008,6,women,9,26275
2008,6,women,10 least deprived,27994
2008,7,men,1 most deprived,35963
2008,7,men,2,32619
2008,7,men,3,29364
2008,7,men,4,27686
2008,7,men,5,26863
2008,7,men,6,27010
2008,7,men,7,27067
2008,7,men,8,27463
2008,7,men,9,28495
2008,7,men,10 least deprived,30505
2008,7,women,1 most deprived,34536
2008,7,women,2,31363
2008,7,women,3,28007
2008,7,women,4,26102
2008,7,women,5,25672
2008,7,women,6,26064
2008,7,women,7,25939
2008,7,women,8,26454
2008,7,women,9,27500
2008,7,women,10 least deprived,29384
2008,8,men,1 most deprived,36541
2008,8,men,2,32976
2008,8,men,3,29857
2008,8,men,4,28449
2008,8,men,5,27780
2008,8,men,6,27729
2008,8,men,7,28456
2008,8,men,8,28606
2008,8,men,9,29924
2008,8,men,10 least deprived,31432
2008,8,women,1 most deprived,34278
2008,8,women,2,31839
2008,8,women,3,28552
2008,8,women,4,26876
2008,8,women,5,26598
2008,8,women,6,26876
2008,8,women,7,26803
2008,8,women,8,27215
2008,8,women,9,28163
2008,8,women,10 least deprived,30208
2008,9,men,1 most deprived,36410
2008,9,men,2,33707
2008,9,men,3,30656
2008,9,men,4,29539
2008,9,men,5,28736
2008,9,men,6,29138
2008,9,men,7,28852
2008,9,men,8,29677
2008,9,men,9,30700
2008,9,men,10 least deprived,32933
2008,9,women,1 most deprived,34919
2008,9,women,2,32133
2008,9,women,3,29603
2008,9,women,4,27921
2008,9,women,5,27851
2008,9,women,6,27805
2008,9,women,7,27635
2008,9,women,8,28116
2008,9,women,9,29383
2008,9,women,10 least deprived,31359
2008,10,men,1 most deprived,37000
2008,10,men,2,33920
2008,10,men,3,31121
2008,10,men,4,29487
2008,10,men,5,29515
2008,10,men,6,29142
2008,10,men,7,29621
2008,10,men,8,30058
2008,10,men,9,31210
2008,10,men,10 least deprived,33230
2008,10,women,1 most deprived,35211
2008,10,women,2,32781
2008,10,women,3,30013
2008,10,women,4,28265
2008,10,women,5,27969
2008,10,women,6,28104
2008,10,women,7,28048
2008,10,women,8,28953
2008,10,women,9,29642
2008,10,women,10 least deprived,31961
2008,11,men,1 most deprived,37828
2008,11,men,2,34952
2008,11,men,3,32136
2008,11,men,4,30689
2008,11,men,5,30282
2008,11,men,6,30295
2008,11,men,7,30402
2008,11,men,8,30606
2008,11,men,9,32057
2008,11,men,10 least deprived,33933
2008,11,women,1 most deprived,36731
2008,11,women,2,33720
2008,11,women,3,30830
2008,11,women,4,29128
2008,11,women,5,29032
2008,11,women,6,28873
2008,11,women,7,29147
2008,11,women,8,29266
2008,11,women,9,29928
2008,11,women,10 least deprived,32430
2008,12,men,1 most deprived,37707
2008,12,men,2,34849
2008,12,men,3,32304
2008,12,men,4,30926
2008,12,men,5,30142
2008,12,men,6,30141
2008,12,men,7,30282
2008,12,men,8,30819
2008,12,men,9,32093
2008,12,men,10 least deprived,34072
2008,12,women,1 most deprived,35615
2008,12,women,2,33115
2008,12,women,3,30545
2008,12,women,4,29193
2008,12,women,5,28807
2008,12,women,6,28625
2008,12,women,7,28843
2008,12,women,8,29211
2008,12,women,9,30510
2008,12,women,10 least deprived,32104
2008,13,men,1 most deprived,37238
2008,13,men,2,34105
2008,13,men,3,31846
2008,13,men,4,30251
2008,13,men,5,29865
2008,13,men,6,30415
2008,13,men,7,30474
2008,13,men,8,30809
2008,13,men,9,32499
2008,13,men,10 least deprived,34117
2008,13,women,1 most deprived,35006
2008,13,women,2,32386
2008,13,women,3,30173
2008,13,women,4,29350
2008,13,women,5,28849
2008,13,women,6,29022
2008,13,women,7,29011
2008,13,women,8,29135
2008,13,women,9,31170
2008,13,women,10 least deprived,32742
2008,14,men,1 most deprived,37681
2008,14,men,2,34938
2008,14,men,3,32367
2008,14,men,4,31187
2008,14,men,5,31282
2008,14,men,6,31034
2008,14,men,7,31617
2008,14,men,8,31900
2008,14,men,9,33241
2008,14,men,10 least deprived,35334
2008,14,women,1 most deprived,35578
2008,14,women,2,33176
2008,14,women,3,30746
2008,14,women,4,29716
2008,14,women,5,29289
2008,14,women,6,29913
2008,14,women,7,30006
2008,14,women,8,30303
2008,14,women,9,31992
2008,14,women,10 least deprived,33560
2008,15,men,1 most deprived,37007
2008,15,men,2,34917
2008,15,men,3,33026
2008,15,men,4,31824
2008,15,men,5,31662
2008,15,men,6,31191
2008,15,men,7,31630
2008,15,men,8,32031
2008,15,men,9,33019
2008,15,men,10 least deprived,34702
2008,15,women,1 most deprived,35811
2008,15,women,2,33926
2008,15,women,3,31801
2008,15,women,4,30477
2008,15,women,5,29990
2008,15,women,6,30221
2008,15,women,7,29947
2008,15,women,8,30153
2008,15,women,9,31448
2008,15,women,10 least deprived,32583
2008,16,men,1 most deprived,36545
2008,16,men,2,35550
2008,16,men,3,34479
2008,16,men,4,33577
2008,16,men,5,32478
2008,16,men,6,31634
2008,16,men,7,32905
2008,16,men,8,33043
2008,16,men,9,34486
2008,16,men,10 least deprived,34312
2008,16,women,1 most deprived,35995
2008,16,women,2,35513
2008,16,women,3,34319
2008,16,women,4,32740
2008,16,women,5,31566
2008,16,women,6,30797
2008,16,women,7,31000
2008,16,women,8,30788
2008,16,women,9,32471
2008,16,women,10 least deprived,32815
2008,17,men,1 most deprived,37201
2008,17,men,2,37194
2008,17,men,3,36011
2008,17,men,4,35178
2008,17,men,5,33485
2008,17,men,6,32778
2008,17,men,7,34114
2008,17,men,8,33554
2008,17,men,9,34988
2008,17,men,10 least deprived,34659
2008,17,women,1 most deprived,35625
2008,17,women,2,35730
2008,17,women,3,34809
2008,17,women,4,33179
2008,17,women,5,32039
2008,17,women,6,31601
2008,17,women,7,31773
2008,17,women,8,31890
2008,17,women,9,32921
2008,17,women,10 least deprived,33768
2008,18,men,1 most deprived,37184
2008,18,men,2,36118
2008,18,men,3,35556
2008,18,men,4,34901
2008,18,men,5,33471
2008,18,men,6,32319
2008,18,men,7,33000
2008,18,men,8,33170
2008,18,men,9,33780
2008,18,men,10 least deprived,33074
2008,18,women,1 most deprived,36067
2008,18,women,2,35563
2008,18,women,3,34216
2008,18,women,4,33114
2008,18,women,5,31734
2008,18,women,6,30313
2008,18,women,7,31064
2008,18,women,8,31218
2008,18,women,9,31501
2008,18,women,10 least deprived,31695
2008,19,men,1 most deprived,38936
2008,19,men,2,37347
2008,19,men,3,36536
2008,19,men,4,36923
2008,19,men,5,33036
2008,19,men,6,30577
2008,19,men,7,32279
2008,19,men,8,31196
2008,19,men,9,32804
2008,19,men,10 least deprived,29107
2008,19,women,1 most deprived,39756
2008,19,women,2,38122
2008,19,women,3,37950
2008,19,women,4,37198
2008,19,women,5,32509
2008,19,women,6,29679
2008,19,women,7,30368
2008,19,women,8,29679
2008,19,women,9,29982
2008,19,women,10 least deprived,27251
2008,20,men,1 most deprived,39580
2008,20,men,2,38473
2008,20,men,3,39963
2008,20,men,4,39299
2008,20,men,5,34777
2008,20,men,6,31918
2008,20,men,7,31932
2008,20,men,8,30286
2008,20,men,9,29695
2008,20,men,10 least deprived,25815
2008,20,women,1 most deprived,44048
2008,20,women,2,41511
2008,20,women,3,41735
2008,20,women,4,41312
2008,20,women,5,33988
2008,20,women,6,30184
2008,20,women,7,30434
2008,20,women,8,28837
2008,20,women,9,26136
2008,20,women,10 least deprived,22754
2008,21,men,1 most deprived,39174
2008,21,men,2,38712
2008,21,men,3,39973
2008,21,men,4,38814
2008,21,men,5,34315
2008,21,men,6,31645
2008,21,men,7,30682
2008,21,men,8,29182
2008,21,men,9,27973
2008,21,men,10 least deprived,23512
2008,21,women,1 most deprived,45169
2008,21,women,2,42791
2008,21,women,3,41958
2008,21,women,4,40319
