year,age,sex,dimd,pop_size
2012,37,women,6,34266
2012,37,women,7,33066
2012,37,women,8,33385
2012,37,women,9,33291
2012,37,women,10 least deprived,32527
2012,38,men,1 most deprived,34447
2012,38,men,2,36024
2012,38,men,3,36722
2012,38,men,4,36491
2012,38,men,5,34572
2012,38,men,6,34779
2012,38,men,7,33470
2012,38,men,8,33483
2012,38,men,9,32997
2012,38,men,10 least deprived,31612
2012,38,women,1 most deprived,33642
2012,38,women,2,35972
2012,38,women,3,35727
2012,38,women,4,35218
2012,38,women,5,34359
2012,38,women,6,34943
2012,38,women,7,34328
2012,38,women,8,34850
2012,38,women,9,34919
2012,38,women,10 least deprived,34571
2012,39,men,1 most deprived,35071
2012,39,men,2,36765
2012,39,men,3,37934
2012,39,men,4,37781
2012,39,men,5,36212
2012,39,men,6,36480
2012,39,men,7,35068
2012,39,men,8,35471
2012,39,men,9,35274
2012,39,men,10 least deprived,33930
2012,39,women,1 most deprived,34664
2012,39,women,2,37074
2012,39,women,3,36908
2012,39,women,4,36239
2012,39,women,5,35658
2012,39,women,6,36578
2012,39,women,7,36159
2012,39,women,8,36486
2012,39,women,9,36797
2012,39,women,10 least deprived,36660
2012,40,men,1 most deprived,35778
2012,40,men,2,37294
2012,40,men,3,38138
2012,40,men,4,38510
2012,40,men,5,37404
2012,40,men,6,37836
2012,40,men,7,37197
2012,40,men,8,37606
2012,40,men,9,37743
2012,40,men,10 least deprived,37094
2012,40,women,1 most deprived,35371
2012,40,women,2,37427
2012,40,women,3,37442
2012,40,women,4,37635
2012,40,women,5,37575
2012,40,women,6,38057
2012,40,women,7,37727
2012,40,women,8,38550
2012,40,women,9,39211
2012,40,women,10 least deprived,39642
2012,41,men,1 most deprived,36626
2012,41,men,2,38010
2012,41,men,3,38961
2012,41,men,4,39135
2012,41,men,5,38163
2012,41,men,6,38738
2012,41,men,7,38456
2012,41,men,8,38801
2012,41,men,9,38890
2012,41,men,10 least deprived,38323
2012,41,women,1 most deprived,36737
2012,41,women,2,38734
2012,41,women,3,38174
2012,41,women,4,38618
2012,41,women,5,38700
2012,41,women,6,39570
2012,41,women,7,39356
2012,41,women,8,40599
2012,41,women,9,41179
2012,41,women,10 least deprived,41717
2012,42,men,1 most deprived,35897
2012,42,men,2,37629
2012,42,men,3,37625
2012,42,men,4,37873
2012,42,men,5,37285
2012,42,men,6,37879
2012,42,men,7,37364
2012,42,men,8,37644
2012,42,men,9,38080
2012,42,men,10 least deprived,38064
2012,42,women,1 most deprived,35910
2012,42,women,2,37951
2012,42,women,3,37720
2012,42,women,4,37230
2012,42,women,5,37649
2012,42,women,6,38803
2012,42,women,7,38972
2012,42,women,8,38927
2012,42,women,9,40054
2012,42,women,10 least deprived,40444
2012,43,men,1 most deprived,35752
2012,43,men,2,37595
2012,43,men,3,37770
2012,43,men,4,38244
2012,43,men,5,38111
2012,43,men,6,38810
2012,43,men,7,38751
2012,43,men,8,39192
2012,43,men,9,39921
2012,43,men,10 least deprived,39460
2012,43,women,1 most deprived,36433
2012,43,women,2,37938
2012,43,women,3,38243
2012,43,women,4,38322
2012,43,women,5,38933
2012,43,women,6,39264
2012,43,women,7,39900
2012,43,women,8,40718
2012,43,women,9,41741
2012,43,women,10 least deprived,41713
2012,44,men,1 most deprived,35538
2012,44,men,2,37418
2012,44,men,3,37741
2012,44,men,4,38331
2012,44,men,5,37637
2012,44,men,6,38726
2012,44,men,7,38731
2012,44,men,8,39655
2012,44,men,9,39849
2012,44,men,10 least deprived,40093
2012,44,women,1 most deprived,35191
2012,44,women,2,37736
2012,44,women,3,37707
2012,44,women,4,38003
2012,44,women,5,38814
2012,44,women,6,39915
2012,44,women,7,40079
2012,44,women,8,40975
2012,44,women,9,41611
2012,44,women,10 least deprived,42431
2012,45,men,1 most deprived,35831
2012,45,men,2,37087
2012,45,men,3,38012
2012,45,men,4,38343
2012,45,men,5,38895
2012,45,men,6,39801
2012,45,men,7,40209
2012,45,men,8,40687
2012,45,men,9,40931
2012,45,men,10 least deprived,41071
2012,45,women,1 most deprived,35457
2012,45,women,2,37533
2012,45,women,3,37820
2012,45,women,4,38113
2012,45,women,5,39033
2012,45,women,6,40487
2012,45,women,7,41079
2012,45,women,8,41583
2012,45,women,9,42187
2012,45,women,10 least deprived,43548
2012,46,men,1 most deprived,34995
2012,46,men,2,36731
2012,46,men,3,37029
2012,46,men,4,38517
2012,46,men,5,38501
2012,46,men,6,40012
2012,46,men,7,40300
2012,46,men,8,40762
2012,46,men,9,40873
2012,46,men,10 least deprived,41400
2012,46,women,1 most deprived,35086
2012,46,women,2,37585
2012,46,women,3,37695
2012,46,women,4,38264
2012,46,women,5,39257
2012,46,women,6,40950
2012,46,women,7,41209
2012,46,women,8,42016
2012,46,women,9,43125
2012,46,women,10 least deprived,43970
2012,47,men,1 most deprived,34570
2012,47,men,2,36244
2012,47,men,3,37037
2012,47,men,4,38483
2012,47,men,5,38853
2012,47,men,6,40301
2012,47,men,7,40806
2012,47,men,8,40818
2012,47,men,9,41472
2012,47,men,10 least deprived,42544
2012,47,women,1 most deprived,35249
2012,47,women,2,37159
2012,47,women,3,37379
2012,47,women,4,38558
2012,47,women,5,39575
2012,47,women,6,40968
2012,47,women,7,41778
2012,47,women,8,42401
2012,47,women,9,43074
2012,47,women,10 least deprived,44835
2012,48,men,1 most deprived,34343
2012,48,men,2,35529
2012,48,men,3,36917
2012,48,men,4,37817
2012,48,men,5,38707
2012,48,men,6,39855
2012,48,men,7,40336
2012,48,men,8,40440
2012,48,men,9,41801
2012,48,men,10 least deprived,42301
2012,48,women,1 most deprived,34355
2012,48,women,2,36114
2012,48,women,3,36959
2012,48,women,4,37639
2012,48,women,5,39400
2012,48,women,6,40803
2012,48,women,7,41780
2012,48,women,8,41833
2012,48,women,9,42993
2012,48,women,10 least deprived,44954
2012,49,men,1 most deprived,33281
2012,49,men,2,34514
2012,49,men,3,35560
2012,49,men,4,36950
2012,49,men,5,38125
2012,49,men,6,39215
2012,49,men,7,39661
2012,49,men,8,39950
2012,49,men,9,40945
2012,49,men,10 least deprived,42036
2012,49,women,1 most deprived,33772
2012,49,women,2,35361
2012,49,women,3,35999
2012,49,women,4,36949
2012,49,women,5,38497
2012,49,women,6,39841
2012,49,women,7,40486
2012,49,women,8,41329
2012,49,women,9,42491
2012,49,women,10 least deprived,43682
2012,50,men,1 most deprived,33184
2012,50,men,2,33963
2012,50,men,3,34992
2012,50,men,4,36070
2012,50,men,5,37015
2012,50,men,6,38261
2012,50,men,7,39120
2012,50,men,8,39244
2012,50,men,9,40314
2012,50,men,10 least deprived,40902
2012,50,women,1 most deprived,33145
2012,50,women,2,34459
2012,50,women,3,34926
2012,50,women,4,36530
2012,50,women,5,37598
2012,50,women,6,39169
2012,50,women,7,39618
2012,50,women,8,40279
2012,50,women,9,40921
2012,50,women,10 least deprived,42383
2012,51,men,1 most deprived,31458
2012,51,men,2,32704
2012,51,men,3,33477
2012,51,men,4,34802
2012,51,men,5,36404
2012,51,men,6,37243
2012,51,men,7,37689
2012,51,men,8,38338
2012,51,men,9,38471
2012,51,men,10 least deprived,39813
2012,51,women,1 most deprived,31568
2012,51,women,2,33091
2012,51,women,3,33665
2012,51,women,4,35033
2012,51,women,5,36504
2012,51,women,6,37569
2012,51,women,7,38597
2012,51,women,8,38723
2012,51,women,9,39818
2012,51,women,10 least deprived,41123
2012,52,men,1 most deprived,30644
2012,52,men,2,31064
2012,52,men,3,32290
2012,52,men,4,33378
2012,52,men,5,34672
2012,52,men,6,35484
2012,52,men,7,36397
2012,52,men,8,36510
2012,52,men,9,37311
2012,52,men,10 least deprived,37992
2012,52,women,1 most deprived,30397
2012,52,women,2,31697
2012,52,women,3,32529
2012,52,women,4,33851
2012,52,women,5,35260
2012,52,women,6,36281
2012,52,women,7,37497
2012,52,women,8,37074
2012,52,women,9,37787
2012,52,women,10 least deprived,38896
2012,53,men,1 most deprived,29349
2012,53,men,2,30219
2012,53,men,3,31145
2012,53,men,4,32887
2012,53,men,5,33874
2012,53,men,6,35055
2012,53,men,7,35979
2012,53,men,8,35790
2012,53,men,9,36708
2012,53,men,10 least deprived,37323
2012,53,women,1 most deprived,29167
2012,53,women,2,30643
2012,53,women,3,31266
2012,53,women,4,33034
2012,53,women,5,34750
2012,53,women,6,35931
2012,53,women,7,36361
2012,53,women,8,36522
2012,53,women,9,37433
2012,53,women,10 least deprived,38248
2012,54,men,1 most deprived,28741
2012,54,men,2,29157
2012,54,men,3,30259
2012,54,men,4,31726
2012,54,men,5,33184
2012,54,men,6,34656
2012,54,men,7,34722
2012,54,men,8,35385
2012,54,men,9,36484
2012,54,men,10 least deprived,36584
2012,54,women,1 most deprived,28656
2012,54,women,2,29263
2012,54,women,3,30638
2012,54,women,4,32177
2012,54,women,5,33828
2012,54,women,6,34843
2012,54,women,7,35990
2012,54,women,8,36276
2012,54,women,9,36727
2012,54,women,10 least deprived,37347
2012,55,men,1 most deprived,27922
2012,55,men,2,28110
2012,55,men,3,28957
2012,55,men,4,30461
2012,55,men,5,31834
2012,55,men,6,33117
2012,55,men,7,34081
2012,55,men,8,33773
2012,55,men,9,34502
2012,55,men,10 least deprived,35270
2012,55,women,1 most deprived,27570
2012,55,women,2,28280
2012,55,women,3,29293
2012,55,women,4,31501
2012,55,women,5,32598
2012,55,women,6,34178
2012,55,women,7,34987
2012,55,women,8,34450
2012,55,women,9,35619
2012,55,women,10 least deprived,35542
2012,56,men,1 most deprived,26736
2012,56,men,2,26670
2012,56,men,3,27908
2012,56,men,4,29494
2012,56,men,5,31077
2012,56,men,6,32135
2012,56,men,7,33001
2012,56,men,8,32782
2012,56,men,9,33517
2012,56,men,10 least deprived,34115
2012,56,women,1 most deprived,26282
2012,56,women,2,27154
2012,56,women,3,28425
2012,56,women,4,29855
2012,56,women,5,31856
2012,56,women,6,33116
2012,56,women,7,33623
2012,56,women,8,33695
2012,56,women,9,33974
2012,56,women,10 least deprived,34623
2012,57,men,1 most deprived,25223
2012,57,men,2,25363
2012,57,men,3,26820
2012,57,men,4,28399
2012,57,men,5,29932
2012,57,men,6,31355
2012,57,men,7,31785
2012,57,men,8,31845
2012,57,men,9,32118
2012,57,men,10 least deprived,32862
2012,57,women,1 most deprived,24900
2012,57,women,2,25606
2012,57,women,3,27175
2012,57,women,4,28920
2012,57,women,5,30929
2012,57,women,6,32344
2012,57,women,7,32660
2012,57,women,8,33050
2012,57,women,9,33116
2012,57,women,10 least deprived,33630
2012,58,men,1 most deprived,24991
2012,58,men,2,25174
2012,58,men,3,26328
2012,58,men,4,28431
2012,58,men,5,29929
2012,58,men,6,31219
2012,58,men,7,32108
2012,58,men,8,32268
2012,58,men,9,32488
2012,58,men,10 least deprived,32839
2012,58,women,1 most deprived,24723
2012,58,women,2,25695
2012,58,women,3,27005
2012,58,women,4,29298
2012,58,women,5,31174
2012,58,women,6,32557
2012,58,women,7,33299
2012,58,women,8,33311
2012,58,women,9,33645
2012,58,women,10 least deprived,33742
2012,59,men,1 most deprived,24517
2012,59,men,2,24481
2012,59,men,3,26108
2012,59,men,4,27993
2012,59,men,5,29757
2012,59,men,6,31274
2012,59,men,7,32112
2012,59,men,8,32079
2012,59,men,9,32219
2012,59,men,10 least deprived,32376
2012,59,women,1 most deprived,23995
2012,59,women,2,24694
2012,59,women,3,26284
2012,59,women,4,28559
2012,59,women,5,31194
2012,59,women,6,32316
2012,59,women,7,33145
2012,59,women,8,32928
2012,59,women,9,33488
2012,59,women,10 least deprived,33811
2012,60,men,1 most deprived,23993
2012,60,men,2,23869
2012,60,men,3,25029
2012,60,men,4,26980
2012,60,men,5,28808
2012,60,men,6,29969
2012,60,men,7,30790
2012,60,men,8,31064
2012,60,men,9,31472
2012,60,men,10 least deprived,31750
2012,60,women,1 most deprived,23318
2012,60,women,2,23907
2012,60,women,3,25557
2012,60,women,4,27877
2012,60,women,5,30209
2012,60,women,6,31670
2012,60,women,7,32460
2012,60,women,8,32564
2012,60,women,9,33011
2012,60,women,10 least deprived,33175
2012,61,men,1 most deprived,23498
2012,61,men,2,23437
2012,61,men,3,25104
2012,61,men,4,27136
2012,61,men,5,29326
2012,61,men,6,30778
2012,61,men,7,31388
2012,61,men,8,31527
2012,61,men,9,31806
2012,61,men,10 least deprived,31879
2012,61,women,1 most deprived,22701
2012,61,women,2,23652
2012,61,women,3,25457
2012,61,women,4,28056
2012,61,women,5,30465
2012,61,women,6,32166
2012,61,women,7,33309
2012,61,women,8,33127
2012,61,women,9,33637
2012,61,women,10 least deprived,33660
2012,62,men,1 most deprived,23414
2012,62,men,2,23237
2012,62,men,3,25091
2012,62,men,4,28065
2012,62,men,5,29938
2012,62,men,6,31078
2012,62,men,7,32532
2012,62,men,8,32437
2012,62,men,9,32406
2012,62,men,10 least deprived,32576
2012,62,women,1 most deprived,22985
2012,62,women,2,23957
2012,62,women,3,25895
2012,62,women,4,28981
2012,62,women,5,31479
2012,62,women,6,33066
2012,62,women,7,33993
2012,62,women,8,34401
2012,62,women,9,34591
2012,62,women,10 least deprived,35062
2012,63,men,1 most deprived,22996
2012,63,men,2,23099
2012,63,men,3,25137
2012,63,men,4,28122
2012,63,men,5,31027
2012,63,men,6,32943
2012,63,men,7,33764
2012,63,men,8,34335
2012,63,men,9,34120
2012,63,men,10 least deprived,34023
2012,63,women,1 most deprived,22875
2012,63,women,2,23904
2012,63,women,3,26182
2012,63,women,4,29287
2012,63,women,5,31754
2012,63,women,6,33968
2012,63,women,7,35482
2012,63,women,8,35660
2012,63,women,9,36235
2012,63,women,10 least deprived,36439
2012,64,men,1 most deprived,23812
2012,64,men,2,23857
2012,64,men,3,25931
2012,64,men,4,29401
2012,64,men,5,32816
2012,64,men,6,34851
2012,64,men,7,35870
2012,64,men,8,35930
2012,64,men,9,36617
2012,64,men,10 least deprived,37152
2012,64,women,1 most deprived,23459
2012,64,women,2,24492
2012,64,women,3,27336
2012,64,women,4,30866
2012,64,women,5,33704
2012,64,women,6,36568
2012,64,women,7,37913
2012,64,women,8,38306
2012,64,women,9,39050
2012,64,women,10 least deprived,38846
2012,65,men,1 most deprived,24898
2012,65,men,2,25122
2012,65,men,3,28111
2012,65,men,4,31877
2012,65,men,5,35388
2012,65,men,6,37649
2012,65,men,7,39587
2012,65,men,8,39876
2012,65,men,9,40902
2012,65,men,10 least deprived,40960
2012,65,women,1 most deprived,24756
2012,65,women,2,26213
2012,65,women,3,28870
2012,65,women,4,32835
2012,65,women,5,37196
2012,65,women,6,39537
2012,65,women,7,41325
2012,65,women,8,42279
2012,65,women,9,42802
2012,65,women,10 least deprived,43136
2012,66,men,1 most deprived,19188
2012,66,men,2,19637
2012,66,men,3,21455
2012,66,men,4,24675
2012,66,men,5,27550
2012,66,men,6,29015
2012,66,men,7,30567
2012,66,men,8,30784
2012,66,men,9,30913
2012,66,men,10 least deprived,31150
2012,66,women,1 most deprived,19312
2012,66,women,2,20527
2012,66,women,3,22649
2012,66,women,4,26028
2012,66,women,5,28754
2012,66,women,6,30939
2012,66,women,7,32093
2012,66,women,8,32299
2012,66,women,9,32855
2012,66,women,10 least deprived,32932
2012,67,men,1 most deprived,18281
2012,67,men,2,18573
2012,67,men,3,20981
2012,67,men,4,23620
2012,67,men,5,26637
2012,67,men,6,28386
2012,67,men,7,29626
2012,67,men,8,30025
2012,67,men,9,30279
2012,67,men,10 least deprived,30445
2012,67,women,1 most deprived,18587
2012,67,women,2,19896
2012,67,women,3,21935
2012,67,women,4,25137
2012,67,women,5,28132
2012,67,women,6,30347
2012,67,women,7,31119
2012,67,women,8,31642
2012,67,women,9,32294
2012,67,women,10 least deprived,32276
2012,68,men,1 most deprived,17968
2012,68,men,2,18378
2012,68,men,3,20602
2012,68,men,4,23725
2012,68,men,5,26479
2012,68,men,6,28388
2012,68,men,7,29652
2012,68,men,8,29662
2012,68,men,9,30633
2012,68,men,10 least deprived,30484
2012,68,women,1 most deprived,18464
2012,68,women,2,19809
2012,68,women,3,21979
2012,68,women,4,24858
2012,68,women,5,27829
2012,68,women,6,30119
2012,68,women,7,31426
2012,68,women,8,31481
2012,68,women,9,32616
2012,68,women,10 least deprived,32325
2012,69,men,1 most deprived,17024
2012,69,men,2,17336
2012,69,men,3,19010
2012,69,men,4,22269
2012,69,men,5,24604
2012,69,men,6,26333
2012,69,men,7,27157
2012,69,men,8,27331
2012,69,men,9,27702
2012,69,men,10 least deprived,27714
2012,69,women,1 most deprived,18232
2012,69,women,2,19187
2012,69,women,3,20895
2012,69,women,4,23380
2012,69,women,5,26155
2012,69,women,6,27934
2012,69,women,7,29081
2012,69,women,8,29425
2012,69,women,9,29922
2012,69,women,10 least deprived,29630
2012,70,men,1 most deprived,15680
2012,70,men,2,16148
2012,70,men,3,17194
2012,70,men,4,19777
2012,70,men,5,21799
2012,70,men,6,23230
2012,70,men,7,23924
2012,70,men,8,24132
2012,70,men,9,24059
2012,70,men,10 least deprived,23891
2012,70,women,1 most deprived,17012
2012,70,women,2,17737
2012,70,women,3,19120
2012,70,women,4,21688
2012,70,women,5,23657
2012,70,women,6,25079
2012,70,women,7,26195
2012,70,women,8,26063
2012,70,women,9,26168
2012,70,women,10 least deprived,25719
2012,71,men,1 most deprived,14575
2012,71,men,2,14731
2012,71,men,3,15818
2012,71,men,4,17864
2012,71,men,5,19652
2012,71,men,6,20590
2012,71,men,7,21015
2012,71,men,8,21284
2012,71,men,9,21285
2012,71,men,10 least deprived,20875
2012,71,women,1 most deprived,16107
2012,71,women,2,16559
2012,71,women,3,17661
2012,71,women,4,19828
2012,71,women,5,21379
2012,71,women,6,22498
2012,71,women,7,23174
2012,71,women,8,23328
2012,71,women,9,23442
2012,71,women,10 least deprived,23398
2012,72,men,1 most deprived,14974
2012,72,men,2,15250
2012,72,men,3,16229
2012,72,men,4,18382
2012,72,men,5,20179
2012,72,men,6,21734
2012,72,men,7,21853
2012,72,men,8,22261
2012,72,men,9,22228
2012,72,men,10 least deprived,22096
2012,72,women,1 most deprived,16889
2012,72,women,2,17442
2012,72,women,3,18613
2012,72,women,4,20377
2012,72,women,5,22420
2012,72,women,6,23522
2012,72,women,7,24335
2012,72,women,8,24100
2012,72,women,9,24576
2012,72,women,10 least deprived,24411
2012,73,men,1 most deprived,14523
2012,73,men,2,14771
2012,73,men,3,15985
2012,73,men,4,18062
2012,73,men,5,19847
2012,73,men,6,20995
2012,73,men,7,22082
2012,73,men,8,22103
2012,73,men,9,22233
2012,73,men,10 least deprived,22080
2012,73,women,1 most deprived,16669
2012,73,women,2,17316
2012,73,women,3,18284
2012,73,women,4,20359
2012,73,women,5,22244
2012,73,women,6,23433
2012,73,women,7,24054
2012,73,women,8,24297
2012,73,women,9,24762
2012,73,women,10 least deprived,24859
2012,74,men,1 most deprived,14154
2012,74,men,2,14447
2012,74,men,3,15487
2012,74,men,4,17610
2012,74,men,5,19227
2012,74,men,6,20751
2012,74,men,7,21266
2012,74,men,8,21134
2012,74,men,9,21520
2012,74,men,10 least deprived,21564
2012,74,women,1 most deprived,16588
2012,74,women,2,16908
2012,74,women,3,18256
2012,74,women,4,19768
2012,74,women,5,21785
2012,74,women,6,22537
2012,74,women,7,23489
2012,74,women,8,23732
2012,74,women,9,24077
2012,74,women,10 least deprived,23969
2012,75,men,1 most deprived,13236
2012,75,men,2,13473
2012,75,men,3,14700
2012,75,men,4,16343
2012,75,men,5,18306
2012,75,men,6,19397
2012,75,men,7,20051
2012,75,men,8,20058
2012,75,men,9,20581
2012,75,men,10 least deprived,20368
2012,75,women,1 most deprived,15854
2012,75,women,2,16267
2012,75,women,3,17575
2012,75,women,4,18849
2012,75,women,5,20666
2012,75,women,6,21729
2012,75,women,7,22693
2012,75,women,8,22450
2012,75,women,9,23122
2012,75,women,10 least deprived,23187
2012,76,men,1 most deprived,12398
2012,76,men,2,12686
2012,76,men,3,13886
2012,76,men,4,15330
2012,76,men,5,17000
2012,76,men,6,18161
2012,76,men,7,18869
2012,76,men,8,18949
2012,76,men,9,19407
2012,76,men,10 least deprived,19461
2012,76,women,1 most deprived,15358
2012,76,women,2,15640
2012,76,women,3,16891
2012,76,women,4,18276
2012,76,women,5,20083
2012,76,women,6,21014
2012,76,women,7,21339
2012,76,women,8,21749
2012,76,women,9,21766
2012,76,women,10 least deprived,22317
2012,77,men,1 most deprived,11531
2012,77,men,2,11930
2012,77,men,3,13139
2012,77,men,4,14584
2012,77,men,5,15977
2012,77,men,6,17118
2012,77,men,7,17860
2012,77,men,8,17719
2012,77,men,9,18182
2012,77,men,10 least deprived,18559
2012,77,women,1 most deprived,14539
2012,77,women,2,15027
2012,77,women,3,16292
2012,77,women,4,17710
2012,77,women,5,18989
2012,77,women,6,20244
2012,77,women,7,20681
2012,77,women,8,20468
2012,77,women,9,20995
2012,77,women,10 least deprived,21541
2012,78,men,1 most deprived,10305
2012,78,men,2,10744
2012,78,men,3,11827
2012,78,men,4,13236
2012,78,men,5,14818
2012,78,men,6,15593
2012,78,men,7,16372
2012,78,men,8,16385
2012,78,men,9,16718
2012,78,men,10 least deprived,17247
2012,78,women,1 most deprived,13576
2012,78,women,2,14199
2012,78,women,3,15243
2012,78,women,4,16520
2012,78,women,5,18177
2012,78,women,6,18738
2012,78,women,7,19390
2012,78,women,8,19447
2012,78,women,9,19855
2012,78,women,10 least deprived,19847
2012,79,men,1 most deprived,9769
2012,79,men,2,10129
2012,79,men,3,11063
2012,79,men,4,12493
2012,79,men,5,13785
2012,79,men,6,14716
2012,79,men,7,15245
2012,79,men,8,15306
2012,79,men,9,15757
2012,79,men,10 least deprived,16259
2012,79,women,1 most deprived,13034
2012,79,women,2,13847
2012,79,women,3,14881
2012,79,women,4,15985
2012,79,women,5,17509
2012,79,women,6,18351
2012,79,women,7,18787
2012,79,women,8,18824
2012,79,women,9,18642
2012,79,women,10 least deprived,18901
2012,80,men,1 most deprived,9177
2012,80,men,2,9665
2012,80,men,3,10566
2012,80,men,4,12001
2012,80,men,5,13357
2012,80,men,6,14213
2012,80,men,7,14620
2012,80,men,8,14580
2012,80,men,9,15146
2012,80,men,10 least deprived,15619
2012,80,women,1 most deprived,13057
2012,80,women,2,13780
2012,80,women,3,14761
2012,80,women,4,15880
2012,80,women,5,17382
2012,80,women,6,17974
2012,80,women,7,18250
2012,80,women,8,18295
2012,80,women,9,18521
2012,80,women,10 least deprived,18511
2012,81,men,1 most deprived,8566
2012,81,men,2,9051
2012,81,men,3,10114
2012,81,men,4,11032
2012,81,men,5,12191
2012,81,men,6,13070
2012,81,men,7,13654
2012,81,men,8,13803
2012,81,men,9,13946
2012,81,men,10 least deprived,14441
2012,81,women,1 most deprived,12424
2012,81,women,2,13509
2012,81,women,3,14390
2012,81,women,4,15751
2012,81,women,5,16750
2012,81,women,6,17414
2012,81,women,7,17677
2012,81,women,8,17352
2012,81,women,9,18005
2012,81,women,10 least deprived,18104
2012,82,men,1 most deprived,7851
2012,82,men,2,8227
2012,82,men,3,9063
2012,82,men,4,10176
2012,82,men,5,11176
2012,82,men,6,11823
2012,82,men,7,12179
2012,82,men,8,12230
2012,82,men,9,12769
2012,82,men,10 least deprived,13163
2012,82,women,1 most deprived,11740
2012,82,women,2,12665
2012,82,women,3,13582
2012,82,women,4,14787
2012,82,women,5,15890
2012,82,women,6,16443
2012,82,women,7,16835
2012,82,women,8,17062
2012,82,women,9,16947
2012,82,women,10 least deprived,16961
2012,83,men,1 most deprived,6739
2012,83,men,2,7197
2012,83,men,3,7902
2012,83,men,4,9090
2012,83,men,5,9745
2012,83,men,6,10729
2012,83,men,7,10992
2012,83,men,8,10905
2012,83,men,9,11322
2012,83,men,10 least deprived,11660
2012,83,women,1 most deprived,10644
2012,83,women,2,11636
2012,83,women,3,12648
2012,83,women,4,13512
2012,83,women,5,14558
2012,83,women,6,15388
2012,83,women,7,15270
2012,83,women,8,15454
2012,83,women,9,15554
2012,83,women,10 least deprived,15463
2012,84,men,1 most deprived,5770
2012,84,men,2,6253
2012,84,men,3,7077
2012,84,men,4,7835
2012,84,men,5,8804
2012,84,men,6,9467
2012,84,men,7,9623
2012,84,men,8,9653
2012,84,men,9,9823
2012,84,men,10 least deprived,10204
2012,84,women,1 most deprived,9877
2012,84,women,2,10644
2012,84,women,3,11511
2012,84,women,4,12602
2012,84,women,5,13269
2012,84,women,6,13945
2012,84,women,7,14121
2012,84,women,8,14089
2012,84,women,9,14290
2012,84,women,10 least deprived,13989
2012,85,men,1 most deprived,5374
2012,85,men,2,5818
2012,85,men,3,6326
2012,85,men,4,7147
2012,85,men,5,7874
2012,85,men,6,8238
2012,85,men,7,8595
2012,85,men,8,8630
2012,85,men,9,8866
2012,85,men,10 least deprived,9078
2012,85,women,1 most deprived,9180
2012,85,women,2,10097
2012,85,women,3,10617
2012,85,women,4,11523
2012,85,women,5,12387
2012,85,women,6,12882
2012,85,women,7,12809
2012,85,women,8,12947
2012,85,women,9,13102
2012,85,women,10 least deprived,12896
2012,86,men,1 most deprived,4568
2012,86,men,2,5093
2012,86,men,3,5460
2012,86,men,4,6189
2012,86,men,5,6985
2012,86,men,6,7224
2012,86,men,7,7436
2012,86,men,8,7428
2012,86,men,9,7865
2012,86,men,10 least deprived,8060
2012,86,women,1 most deprived,8395
2012,86,women,2,9380
2012,86,women,3,10114
2012,86,women,4,10706
2012,86,women,5,11461
2012,86,women,6,11989
2012,86,women,7,11896
2012,86,women,8,11887
2012,86,women,9,12023
2012,86,women,10 least deprived,11612
2012,87,men,1 most deprived,3788
2012,87,men,2,4282
2012,87,men,3,4710
2012,87,men,4,5228
2012,87,men,5,5781
2012,87,men,6,6206
2012,87,men,7,6472
2012,87,men,8,6334
2012,87,men,9,6744
2012,87,men,10 least deprived,6754
2012,87,women,1 most deprived,7584
2012,87,women,2,8410
2012,87,women,3,9051
2012,87,women,4,9859
2012,87,women,5,10362
2012,87,women,6,11035
2012,87,women,7,10888
2012,87,women,8,10866
2012,87,women,9,10590
2012,87,women,10 least deprived,10416
2012,88,men,1 most deprived,3139
2012,88,men,2,3678
2012,88,men,3,4099
2012,88,men,4,4435
2012,88,men,5,4950
2012,88,men,6,5170
2012,88,men,7,5382
2012,88,men,8,5345
2012,88,men,9,5553
2012,88,men,10 least deprived,5730
2012,88,women,1 most deprived,6780
2012,88,women,2,7485
2012,88,women,3,8272
2012,88,women,4,8899
2012,88,women,5,9558
2012,88,women,6,9934
2012,88,women,7,9902
2012,88,women,8,9721
2012,88,women,9,9906
2012,88,women,10 least deprived,9294
2012,89,men,1 most deprived,2636
2012,89,men,2,3038
2012,89,men,3,3406
2012,89,men,4,3723
2012,89,men,5,4028
2012,89,men,6,4334
2012,89,men,7,4402
2012,89,men,8,4616
2012,89,men,9,4496
2012,89,men,10 least deprived,4734
2012,89,women,1 most deprived,5879
2012,89,women,2,6627
2012,89,women,3,7298
2012,89,women,4,7842
2012,89,women,5,8607
2012,89,women,6,9081
2012,89,women,7,8951
2012,89,women,8,8888
2012,89,women,9,8774
2012,89,women,10 least deprived,8316
2012,90,men,1 most deprived,1995.17122515393
2012,90,men,2,2274.37596333534
2012,90,men,3,2527.99521394317
2012,90,men,4,2864.82939986308
2012,90,men,5,3119.44226163883
2012,90,men,6,3443.35950237597
2012,90,men,7,3399.39220819616
2012,90,men,8,3496.02089427495
2012,90,men,9,3501.48575569843
2012,90,men,10 least deprived,3496.26929706693
2012,90,women,1 most deprived,4798.22548209681
2012,90,women,2,5338.96642471938
2012,90,women,3,5960.31343236879
2012,90,women,4,6457.7621150025
2012,90,women,5,6962.838481539
2012,90,women,6,7315.9796308766
2012,90,women,7,7380.71186724086
2012,90,women,8,7277.22275050561
2012,90,women,9,7113.53677702399
2012,90,women,10 least deprived,6710.71260550875
2012,91,men,1 most deprived,1629.71158173953
2012,91,men,2,1857.77381006064
